,smiles,carbons,nitrogens,oxygens,fluorines
101166,CCC(CC)C(C)(C)O,8,0,1,0
101167,CCC(CO)C(C)(C)C,8,0,1,0
101168,CCC(CO)C(C)(C)O,7,0,2,0
101169,CCC(OC)C(C)(C)C,8,0,1,0
101170,CCC(OC)C(C)(C)O,7,0,2,0
101171,COC(CO)C(C)(C)C,7,0,2,0
101172,COC(CO)C(C)(C)O,6,0,3,0
101173,CC(C#C)C(CO)CO,7,0,2,0
101174,CC(C#N)C(CO)CO,6,1,2,0
101175,CCC(CC)C(C)C#C,9,0,0,0
101176,CCC(CC)C(C)C#N,8,1,0,0
101177,CCC(CC)C(N)C#N,7,2,0,0
101178,CCC(CC)C(O)C#C,8,0,1,0
101179,CCC(CC)C(O)C#N,7,1,1,0
101180,CCC(CO)C(C)C#C,8,0,1,0
101181,CCC(CO)C(C)C#N,7,1,1,0
101182,CCC(CO)C(N)C#N,6,2,1,0
101183,CCC(CO)C(O)C#C,7,0,2,0
101184,CCC(CO)C(O)C#N,6,1,2,0
101185,CCC(OC)C(C)C#C,8,0,1,0
101186,CCC(OC)C(C)C#N,7,1,1,0
101187,CCC(OC)C(N)C#N,6,2,1,0
101188,CCC(OC)C(O)C#C,7,0,2,0
101189,CCC(OC)C(O)C#N,6,1,2,0
101190,CCN(CC)C(C)C#N,7,2,0,0
101191,CNC(CO)C(N)C#N,5,3,1,0
101192,CNC(CO)C(O)C#N,5,2,2,0
101193,COC(CO)C(C)C#C,7,0,2,0
101194,COC(CO)C(C)C#N,6,1,2,0
101195,COC(CO)C(N)C#N,5,2,2,0
101196,COC(CO)C(O)C#C,6,0,3,0
101197,COC(CO)C(O)C#N,5,1,3,0
101198,NC(C#N)C(CO)CO,5,2,2,0
101199,OCC(CO)C(O)C#C,6,0,3,0
101200,OCC(CO)C(O)C#N,5,1,3,0
101201,CC(C=O)C(CO)CO,6,0,3,0
101202,CCC(CC)C(C)C=O,8,0,1,0
101203,CCC(CC)C(O)C=O,7,0,2,0
101204,CCC(CC)N(C)C=O,7,1,1,0
101205,CCC(CO)C(C)C=O,7,0,2,0
101206,CCC(CO)C(O)C=O,6,0,3,0
101207,CCC(CO)N(C)C=O,6,1,2,0
101208,CCC(OC)C(C)C=O,7,0,2,0
101209,CCC(OC)C(O)C=O,6,0,3,0
101210,CN(C=O)C(CO)CO,5,1,3,0
101211,COC(CO)C(C)C=O,6,0,3,0
101212,COC(CO)C(O)C=O,5,0,4,0
101213,OCC(CO)C(O)C=O,5,0,4,0
101214,CC1(CC1)C(CO)CO,7,0,2,0
101215,CC1(CN1)C(CO)CO,6,1,2,0
101216,CC1(CO1)C(CO)CO,6,0,3,0
101217,CCC(CC)C1(C)CC1,9,0,0,0
101218,CCC(CC)C1(C)CO1,8,0,1,0
101219,CCC(CC)C1(O)CC1,8,0,1,0
101220,CCC(CO)C1(C)CC1,8,0,1,0
101221,CCC(CO)C1(C)CO1,7,0,2,0
101222,CCC(CO)C1(O)CC1,7,0,2,0
101223,CCC(OC)C1(C)CC1,8,0,1,0
101224,CCC(OC)C1(C)CN1,7,1,1,0
101225,CCC(OC)C1(C)CO1,7,0,2,0
101226,CCC(OC)C1(O)CC1,7,0,2,0
101227,COC(CO)C1(C)CC1,7,0,2,0
101228,COC(CO)C1(C)CN1,6,1,2,0
101229,COC(CO)C1(C)CO1,6,0,3,0
101230,COC(CO)C1(O)CC1,6,0,3,0
101231,OCC(CO)C1(O)CC1,6,0,3,0
101232,CC1CC1C(CO)CO,7,0,2,0
101233,CC1CN1C(CO)CO,6,1,2,0
101234,CC1NC1C(CO)CO,6,1,2,0
101235,CC1OC1C(CO)CO,6,0,3,0
101236,CCC(CC)C1CC1C,9,0,0,0
101237,CCC(CC)C1CC1O,8,0,1,0
101238,CCC(CC)C1CN1C,8,1,0,0
101239,CCC(CC)C1OC1C,8,0,1,0
101240,CCC(CO)C1CC1C,8,0,1,0
101241,CCC(CO)C1CC1O,7,0,2,0
101242,CCC(CO)C1CN1C,7,1,1,0
101243,CCC(CO)C1OC1C,7,0,2,0
101244,CCC(CO)N1CC1C,7,1,1,0
101245,CCC(OC)C1CC1C,8,0,1,0
101246,CCC(OC)C1CC1O,7,0,2,0
101247,CCC(OC)C1CN1C,7,1,1,0
101248,CCC(OC)C1NC1C,7,1,1,0
101249,CCC(OC)C1OC1C,7,0,2,0
101250,CN1CC1C(CO)CO,6,1,2,0
101251,COC(CO)C1CC1C,7,0,2,0
101252,COC(CO)C1CC1O,6,0,3,0
101253,COC(CO)C1CN1C,6,1,2,0
101254,COC(CO)C1NC1C,6,1,2,0
101255,COC(CO)C1OC1C,6,0,3,0
101256,OCC(CO)C1CC1O,6,0,3,0
101257,CCC(CC)C1CCC1,9,0,0,0
101258,CCC(CC)C1CCO1,8,0,1,0
101259,CCC(CC)C1COC1,8,0,1,0
101260,CCC(CO)C1CCC1,8,0,1,0
101261,CCC(CO)C1CCO1,7,0,2,0
101262,CCC(CO)C1COC1,7,0,2,0
101263,CCC(OC)C1CCC1,8,0,1,0
101264,CCC(OC)C1CCO1,7,0,2,0
101265,CCC(OC)C1COC1,7,0,2,0
101266,COC(CO)C1CCC1,7,0,2,0
101267,COC(CO)C1CCO1,6,0,3,0
101268,COC(CO)C1COC1,6,0,3,0
101269,OCC(CO)C1CCC1,7,0,2,0
101270,OCC(CO)C1CCO1,6,0,3,0
101271,OCC(CO)C1COC1,6,0,3,0
101272,CC#CCC(CO)CO,7,0,2,0
101273,CCC(CC#CC)OC,8,0,1,0
101274,CCC(CC)CC#CC,9,0,0,0
101275,CCC(CO)CC#CC,8,0,1,0
101276,COC(CO)CC#CC,7,0,2,0
101277,CC(=N)OC(CO)CO,5,1,3,0
101278,CC(=O)CC(CO)CO,6,0,3,0
101279,CC(=O)NC(CO)CO,5,1,3,0
101280,CC(=O)OC(CO)CO,5,0,4,0
101281,CCC(CC(C)=O)OC,7,0,2,0
101282,CCC(CC(N)=O)OC,6,1,2,0
101283,CCC(CC)CC(C)=O,8,0,1,0
101284,CCC(CC)CC(N)=O,7,1,1,0
101285,CCC(CC)NC(C)=O,7,1,1,0
101286,CCC(CC)NC(N)=O,6,2,1,0
101287,CCC(CC)OC(C)=O,7,0,2,0
101288,CCC(CC)OC(N)=O,6,1,2,0
101289,CCC(CO)CC(C)=O,7,0,2,0
101290,CCC(CO)CC(N)=O,6,1,2,0
101291,CCC(CO)NC(C)=O,6,1,2,0
101292,CCC(CO)NC(N)=O,5,2,2,0
101293,CCC(CO)OC(C)=N,6,1,2,0
101294,CCC(CO)OC(C)=O,6,0,3,0
101295,CCC(CO)OC(N)=O,5,1,3,0
101296,COC(CO)CC(C)=O,6,0,3,0
101297,COC(CO)CC(N)=O,5,1,3,0
101298,NC(=O)CC(CO)CO,5,1,3,0
101299,NC(=O)NC(CO)CO,4,2,3,0
101300,NC(=O)OC(CO)CO,4,1,4,0
101301,CC(C)CC(CO)CO,7,0,2,0
101302,CC(C)OC(CO)CO,6,0,3,0
101303,CC(O)CC(CO)CO,6,0,3,0
101304,CCC(CC(C)C)OC,8,0,1,0
101305,CCC(CC(C)O)OC,7,0,2,0
101306,CCC(CC)CC(C)C,9,0,0,0
101307,CCC(CC)CC(C)O,8,0,1,0
101308,CCC(CC)OC(C)C,8,0,1,0
101309,CCC(CO)CC(C)C,8,0,1,0
101310,CCC(CO)CC(C)O,7,0,2,0
101311,CCC(CO)OC(C)C,7,0,2,0
101312,COC(CO)CC(C)C,7,0,2,0
101313,COC(CO)CC(C)O,6,0,3,0
101314,CCC(CC)CC1CC1,9,0,0,0
101315,CCC(CC)CC1CO1,8,0,1,0
101316,CCC(CC)CN1CC1,8,1,0,0
101317,CCC(CC)OC1CC1,8,0,1,0
101318,CCC(CC1CC1)OC,8,0,1,0
101319,CCC(CC1CO1)OC,7,0,2,0
101320,CCC(CN1CC1)OC,7,1,1,0
101321,CCC(CO)CC1CC1,8,0,1,0
101322,CCC(CO)CC1CO1,7,0,2,0
101323,CCC(CO)CN1CC1,7,1,1,0
101324,CCC(CO)OC1CC1,7,0,2,0
101325,COC(CO)CC1CC1,7,0,2,0
101326,COC(CO)CC1CO1,6,0,3,0
101327,COC(CO)CN1CC1,6,1,2,0
101328,OCC(CO)CC1CC1,7,0,2,0
101329,OCC(CO)CC1CN1,6,1,2,0
101330,OCC(CO)CC1CO1,6,0,3,0
101331,OCC(CO)CN1CC1,6,1,2,0
101332,OCC(CO)OC1CC1,6,0,3,0
101333,CCC(CC)OC=NC,7,1,1,0
101334,CCC(CO)OC=NC,6,1,2,0
101335,CN=COC(CO)CO,5,1,3,0
101336,CCC(CC)CCC#C,9,0,0,0
101337,CCC(CC)CCC#N,8,1,0,0
101338,CCC(CC)NCC#N,7,2,0,0
101339,CCC(CC)OCC#C,8,0,1,0
101340,CCC(CC)OCC#N,7,1,1,0
101341,CCC(CCC#C)OC,8,0,1,0
101342,CCC(CCC#N)OC,7,1,1,0
101343,CCC(CO)CCC#C,8,0,1,0
101344,CCC(CO)CCC#N,7,1,1,0
101345,CCC(CO)NCC#N,6,2,1,0
101346,CCC(CO)OCC#C,7,0,2,0
101347,CCC(CO)OCC#N,6,1,2,0
101348,COC(CO)CCC#C,7,0,2,0
101349,COC(CO)CCC#N,6,1,2,0
101350,OCC(CO)CCC#C,7,0,2,0
101351,OCC(CO)CCC#N,6,1,2,0
101352,OCC(CO)NCC#N,5,2,2,0
101353,OCC(CO)OCC#C,6,0,3,0
101354,OCC(CO)OCC#N,5,1,3,0
101355,CCC(CC)CCC=O,8,0,1,0
101356,CCC(CC)CNC=O,7,1,1,0
101357,CCC(CC)COC=O,7,0,2,0
101358,CCC(CC)OCC=O,7,0,2,0
101359,CCC(CCC=O)OC,7,0,2,0
101360,CCC(CNC=O)OC,6,1,2,0
101361,CCC(CO)CCC=O,7,0,2,0
101362,CCC(CO)CNC=O,6,1,2,0
101363,CCC(CO)COC=O,6,0,3,0
101364,CCC(CO)OCC=O,6,0,3,0
101365,CCC(COC=O)OC,6,0,3,0
101366,COC(CO)CCC=O,6,0,3,0
101367,COC(CO)CNC=O,5,1,3,0
101368,COC(CO)COC=N,5,1,3,0
101369,COC(CO)COC=O,5,0,4,0
101370,OCC(CO)CCC=O,6,0,3,0
101371,OCC(CO)CNC=O,5,1,3,0
101372,OCC(CO)COC=N,5,1,3,0
101373,OCC(CO)COC=O,5,0,4,0
101374,OCC(CO)OCC=O,5,0,4,0
101375,CCC(OC1CC1)=NC,7,1,1,0
101376,CN=C(CO)OC1CC1,6,1,2,0
101377,COC(CC1CC1)=NC,7,1,1,0
101378,COC(CC1CN1)=NC,6,2,1,0
101379,COC(CC1CO1)=NC,6,1,2,0
101380,COC(CN1CC1)=NC,6,2,1,0
101381,CCC(CC1CC1)C#C,9,0,0,0
101382,CCC(CC1CC1)C#N,8,1,0,0
101383,CCC(CC1CN1)C#N,7,2,0,0
101384,CCC(CC1CO1)C#C,8,0,1,0
101385,CCC(CC1CO1)C#N,7,1,1,0
101386,CCC(CN1CC1)C#C,8,1,0,0
101387,CCC(CN1CC1)C#N,7,2,0,0
101388,CCC(NC1CC1)C#N,7,2,0,0
101389,CCC(OC1CC1)C#C,8,0,1,0
101390,CCC(OC1CC1)C#N,7,1,1,0
101391,CNC(CC1CC1)C#N,7,2,0,0
101392,CNC(CC1CN1)C#N,6,3,0,0
101393,CNC(CC1CO1)C#N,6,2,1,0
101394,CNC(CN1CC1)C#N,6,3,0,0
101395,COC(CC1CC1)C#C,8,0,1,0
101396,COC(CC1CC1)C#N,7,1,1,0
101397,COC(CC1CN1)C#N,6,2,1,0
101398,COC(CC1CO1)C#C,7,0,2,0
101399,COC(CC1CO1)C#N,6,1,2,0
101400,COC(CN1CC1)C#C,7,1,1,0
101401,COC(CN1CC1)C#N,6,2,1,0
101402,NCC(NC1CC1)C#N,6,3,0,0
101403,NCC(OC1CC1)C#N,6,2,1,0
101404,OCC(CC1CC1)C#C,8,0,1,0
101405,OCC(CC1CC1)C#N,7,1,1,0
101406,OCC(CC1CN1)C#N,6,2,1,0
101407,OCC(CC1CO1)C#C,7,0,2,0
101408,OCC(CC1CO1)C#N,6,1,2,0
101409,OCC(CN1CC1)C#C,7,1,1,0
101410,OCC(CN1CC1)C#N,6,2,1,0
101411,OCC(NC1CC1)C#N,6,2,1,0
101412,OCC(OC1CC1)C#C,7,0,2,0
101413,OCC(OC1CC1)C#N,6,1,2,0
101414,CCC(CC1CC1)C=O,8,0,1,0
101415,CCC(CC1CO1)C=O,7,0,2,0
101416,CCC(CN1CC1)C=O,7,1,1,0
101417,CCC(OC1CC1)C=O,7,0,2,0
101418,CCN(CC1CC1)C=O,7,1,1,0
101419,CCN(CC1CN1)C=O,6,2,1,0
101420,CCN(CC1CO1)C=O,6,1,2,0
101421,COC(CC1CC1)C=O,7,0,2,0
101422,COC(CC1CO1)C=O,6,0,3,0
101423,COC(CN1CC1)C=O,6,1,2,0
101424,OCC(CC1CC1)C=O,7,0,2,0
101425,OCC(CC1CN1)C=O,6,1,2,0
101426,OCC(CC1CO1)C=O,6,0,3,0
101427,OCC(CN1CC1)C=O,6,1,2,0
101428,OCC(OC1CC1)C=O,6,0,3,0
101429,CC#CC(CO)CC=O,7,0,2,0
101430,CC#CC(CO)NC=O,6,1,2,0
101431,CC#CC(CO)OC=N,6,1,2,0
101432,CC#CC(CO)OC=O,6,0,3,0
101433,CCC(CC=O)C#CC,8,0,1,0
101434,CCC(NC=O)C#CC,7,1,1,0
101435,CCC(OC=N)C#CC,7,1,1,0
101436,CCC(OC=O)C#CC,7,0,2,0
101437,COC(CC=O)C#CC,7,0,2,0
101438,CC(=O)C(CO)CC=O,6,0,3,0
101439,CC(=O)C(CO)NC=O,5,1,3,0
101440,CC(=O)C(CO)OC=N,5,1,3,0
101441,CC(=O)C(CO)OC=O,5,0,4,0
101442,CCC(CC=O)C(C)=O,7,0,2,0
101443,CCC(CC=O)C(N)=O,6,1,2,0
101444,CCC(NC=O)C(C)=O,6,1,2,0
101445,CCC(NC=O)C(N)=O,5,2,2,0
101446,CCC(OC=N)C(C)=O,6,1,2,0
101447,CCC(OC=N)C(N)=O,5,2,2,0
101448,CCC(OC=O)C(C)=O,6,0,3,0
101449,CCC(OC=O)C(N)=O,5,1,3,0
101450,CCN(CC=O)C(C)=O,6,1,2,0
101451,CCN(CC=O)C(N)=O,5,2,2,0
101452,COC(CC=O)C(C)=O,6,0,3,0
101453,COC(CC=O)C(N)=O,5,1,3,0
101454,NC(=O)C(CO)CC=O,5,1,3,0
101455,NC(=O)C(CO)NC=O,4,2,3,0
101456,NC(=O)C(CO)OC=N,4,2,3,0
101457,NC(=O)C(CO)OC=O,4,1,4,0
101458,CC(C)C(CO)CC=O,7,0,2,0
101459,CC(C)C(CO)NC=O,6,1,2,0
101460,CC(C)C(CO)OC=O,6,0,3,0
101461,CC(O)C(CO)CC=O,6,0,3,0
101462,CC(O)C(CO)NC=O,5,1,3,0
101463,CC(O)C(CO)OC=N,5,1,3,0
101464,CC(O)C(CO)OC=O,5,0,4,0
101465,CCC(CC=O)C(C)C,8,0,1,0
101466,CCC(CC=O)C(C)O,7,0,2,0
101467,CCC(NC=O)C(C)C,7,1,1,0
101468,CCC(NC=O)C(C)O,6,1,2,0
101469,CCC(OC=O)C(C)C,7,0,2,0
101470,CCC(OC=O)C(C)O,6,0,3,0
101471,COC(CC=O)C(C)C,7,0,2,0
101472,COC(CC=O)C(C)O,6,0,3,0
101473,CCC(CC=O)C1CC1,8,0,1,0
101474,CCC(CC=O)C1CO1,7,0,2,0
101475,CCC(CC=O)N1CC1,7,1,1,0
101476,CCC(NC=O)C1CC1,7,1,1,0
101477,CCC(NC=O)C1CN1,6,2,1,0
101478,CCC(NC=O)C1CO1,6,1,2,0
101479,CCC(OC=N)C1CO1,6,1,2,0
101480,CCC(OC=O)C1CC1,7,0,2,0
101481,CCC(OC=O)C1CN1,6,1,2,0
101482,CCC(OC=O)C1CO1,6,0,3,0
101483,COC(CC=O)C1CC1,7,0,2,0
101484,COC(CC=O)C1CN1,6,1,2,0
101485,COC(CC=O)C1CO1,6,0,3,0
101486,OCC(CC=O)C1CC1,7,0,2,0
101487,OCC(CC=O)C1CN1,6,1,2,0
101488,OCC(CC=O)C1CO1,6,0,3,0
101489,OCC(CC=O)N1CC1,6,1,2,0
101490,OCC(NC=O)C1CC1,6,1,2,0
101491,OCC(NC=O)C1CN1,5,2,2,0
101492,OCC(NC=O)C1CO1,5,1,3,0
101493,OCC(OC=N)C1CC1,6,1,2,0
101494,OCC(OC=N)C1CN1,5,2,2,0
101495,OCC(OC=N)C1CO1,5,1,3,0
101496,OCC(OC=O)C1CC1,6,0,3,0
101497,OCC(OC=O)C1CN1,5,1,3,0
101498,OCC(OC=O)C1CO1,5,0,4,0
101499,CCC(CC#C)NC=O,7,1,1,0
101500,CCC(CC#C)OC=N,7,1,1,0
101501,CCC(CC#C)OC=O,7,0,2,0
101502,CCC(CC#N)NC=O,6,2,1,0
101503,CCC(CC#N)OC=N,6,2,1,0
101504,CCC(CC#N)OC=O,6,1,2,0
101505,CCC(CC=O)CC#C,8,0,1,0
101506,CCC(CC=O)CC#N,7,1,1,0
101507,CCN(CC=O)CC#C,7,1,1,0
101508,CCN(CC=O)CC#N,6,2,1,0
101509,COC(CC=O)CC#C,7,0,2,0
101510,COC(CC=O)CC#N,6,1,2,0
101511,OCC(CC#C)NC=O,6,1,2,0
101512,OCC(CC#C)OC=N,6,1,2,0
101513,OCC(CC#C)OC=O,6,0,3,0
101514,OCC(CC#N)NC=O,5,2,2,0
101515,OCC(CC#N)OC=N,5,2,2,0
101516,OCC(CC#N)OC=O,5,1,3,0
101517,OCC(CC=O)CC#C,7,0,2,0
101518,OCC(CC=O)CC#N,6,1,2,0
101519,CCC(CC=O)CC=O,7,0,2,0
101520,CCC(CC=O)NC=O,6,1,2,0
101521,CCC(CC=O)OC=N,6,1,2,0
101522,CCC(CC=O)OC=O,6,0,3,0
101523,CCN(CC=O)CC=O,6,1,2,0
101524,COC(CC=O)CC=O,6,0,3,0
101525,OCC(CC=O)CC=O,6,0,3,0
101526,OCC(CC=O)NC=O,5,1,3,0
101527,OCC(CC=O)OC=N,5,1,3,0
101528,OCC(CC=O)OC=O,5,0,4,0
101529,COC(NC=NC)=NC,5,3,1,0
101530,CCC(OC=NC)C#C,7,1,1,0
101531,CCC(OC=NC)C#N,6,2,1,0
101532,CN=COC(CN)C#N,5,3,1,0
101533,CN=COC(CO)C#C,6,1,2,0
101534,CN=COC(CO)C#N,5,2,2,0
101535,CCC(OC=NC)C=O,6,1,2,0
101536,CN=COC(CO)C=O,5,1,3,0
101537,CN=C(CO)NCC#C,6,2,1,0
101538,CN=C(CO)NCC#N,5,3,1,0
101539,COC(NCC#C)=NC,6,2,1,0
101540,COC(NCC#N)=NC,5,3,1,0
101541,CCC(CCC#C)C#C,9,0,0,0
101542,CCC(CCC#C)C#N,8,1,0,0
101543,CCC(CCC#N)C#C,8,1,0,0
101544,CCC(CCC#N)C#N,7,2,0,0
101545,CCC(NCC#C)C#N,7,2,0,0
101546,CCC(NCC#N)C#C,7,2,0,0
101547,CCC(NCC#N)C#N,6,3,0,0
101548,CCC(OCC#C)C#C,8,0,1,0
101549,CCC(OCC#C)C#N,7,1,1,0
101550,CCC(OCC#N)C#C,7,1,1,0
101551,CCC(OCC#N)C#N,6,2,1,0
101552,CNC(CCC#C)C#N,7,2,0,0
101553,CNC(CCC#N)C#N,6,3,0,0
101554,COC(CCC#C)C#C,8,0,1,0
101555,COC(CCC#C)C#N,7,1,1,0
101556,COC(CCC#N)C#C,7,1,1,0
101557,COC(CCC#N)C#N,6,2,1,0
101558,NCC(NCC#C)C#N,6,3,0,0
101559,NCC(NCC#N)C#N,5,4,0,0
101560,NCC(OCC#C)C#N,6,2,1,0
101561,NCC(OCC#N)C#N,5,3,1,0
101562,OCC(CCC#C)C#C,8,0,1,0
101563,OCC(CCC#C)C#N,7,1,1,0
101564,OCC(CCC#N)C#C,7,1,1,0
101565,OCC(CCC#N)C#N,6,2,1,0
101566,OCC(NCC#C)C#N,6,2,1,0
101567,OCC(NCC#N)C#C,6,2,1,0
101568,OCC(NCC#N)C#N,5,3,1,0
101569,OCC(OCC#C)C#C,7,0,2,0
101570,OCC(OCC#C)C#N,6,1,2,0
101571,OCC(OCC#N)C#C,6,1,2,0
101572,OCC(OCC#N)C#N,5,2,2,0
101573,CCC(CCC#C)C=O,8,0,1,0
101574,CCC(CCC#N)C=O,7,1,1,0
101575,CCC(NCC#N)C=O,6,2,1,0
101576,CCC(OCC#C)C=O,7,0,2,0
101577,CCC(OCC#N)C=O,6,1,2,0
101578,CCN(CCC#C)C=O,7,1,1,0
101579,CCN(CCC#N)C=O,6,2,1,0
101580,COC(CCC#C)C=O,7,0,2,0
101581,COC(CCC#N)C=O,6,1,2,0
101582,OCC(CCC#C)C=O,7,0,2,0
101583,OCC(CCC#N)C=O,6,1,2,0
101584,OCC(NCC#C)C=O,6,1,2,0
101585,OCC(NCC#N)C=O,5,2,2,0
101586,OCC(OCC#C)C=O,6,0,3,0
101587,OCC(OCC#N)C=O,5,1,3,0
101588,COC(NCC=O)=NC,5,2,2,0
101589,CCC(CCC=O)C#C,8,0,1,0
101590,CCC(CCC=O)C#N,7,1,1,0
101591,CCC(CNC=O)C#C,7,1,1,0
101592,CCC(CNC=O)C#N,6,2,1,0
101593,CCC(COC=N)C#N,6,2,1,0
101594,CCC(COC=O)C#C,7,0,2,0
101595,CCC(COC=O)C#N,6,1,2,0
101596,CCC(NCC=O)C#N,6,2,1,0
101597,CCC(OCC=O)C#C,7,0,2,0
101598,CCC(OCC=O)C#N,6,1,2,0
101599,CNC(CCC=O)C#N,6,2,1,0
101600,CNC(CNC=O)C#N,5,3,1,0
101601,CNC(COC=N)C#N,5,3,1,0
101602,CNC(COC=O)C#N,5,2,2,0
101603,COC(CCC=O)C#C,7,0,2,0
101604,COC(CCC=O)C#N,6,1,2,0
101605,COC(CNC=O)C#C,6,1,2,0
101606,COC(CNC=O)C#N,5,2,2,0
101607,COC(COC=N)C#C,6,1,2,0
101608,COC(COC=N)C#N,5,2,2,0
101609,COC(COC=O)C#C,6,0,3,0
101610,COC(COC=O)C#N,5,1,3,0
101611,OCC(CCC=O)C#C,7,0,2,0
101612,OCC(CCC=O)C#N,6,1,2,0
101613,OCC(CNC=O)C#C,6,1,2,0
101614,OCC(CNC=O)C#N,5,2,2,0
101615,OCC(COC=N)C#C,6,1,2,0
101616,OCC(COC=N)C#N,5,2,2,0
101617,OCC(COC=O)C#C,6,0,3,0
101618,OCC(COC=O)C#N,5,1,3,0
101619,OCC(NCC=O)C#C,6,1,2,0
101620,OCC(NCC=O)C#N,5,2,2,0
101621,OCC(OCC=O)C#C,6,0,3,0
101622,OCC(OCC=O)C#N,5,1,3,0
101623,CCC(CCC=O)C=O,7,0,2,0
101624,CCC(CNC=O)C=O,6,1,2,0
101625,CCC(COC=N)C=O,6,1,2,0
101626,CCC(COC=O)C=O,6,0,3,0
101627,CCC(NCC=O)C=O,6,1,2,0
101628,CCC(OCC=O)C=O,6,0,3,0
101629,CCN(CCC=O)C=O,6,1,2,0
101630,COC(CCC=O)C=O,6,0,3,0
101631,COC(CNC=O)C=O,5,1,3,0
101632,COC(COC=N)C=O,5,1,3,0
101633,COC(COC=O)C=O,5,0,4,0
101634,OCC(CCC=O)C=O,6,0,3,0
101635,OCC(CNC=O)C=O,5,1,3,0
101636,OCC(COC=N)C=O,5,1,3,0
101637,OCC(COC=O)C=O,5,0,4,0
101638,OCC(NCC=O)C=O,5,1,3,0
101639,OCC(OCC=O)C=O,5,0,4,0
101640,CC1C(C)C1(CO)C#C,8,0,1,0
101641,CC1C(C)C1(CO)C#N,7,1,1,0
101642,CC1C(N)C1(CO)C#N,6,2,1,0
101643,CC1C(O)C1(CO)C#C,7,0,2,0
101644,CC1C(O)C1(CO)C#N,6,1,2,0
101645,CC1N(C)C1(CN)C#N,6,3,0,0
101646,CC1N(C)C1(CO)C#C,7,1,1,0
101647,CC1N(C)C1(CO)C#N,6,2,1,0
101648,CCC1(C#C)C(C)C1C,9,0,0,0
101649,CCC1(C#C)C(C)C1O,8,0,1,0
101650,CCC1(C#C)C(C)N1C,8,1,0,0
101651,CCC1(C#C)C(O)C1O,7,0,2,0
101652,CCC1(C#N)C(C)C1C,8,1,0,0
101653,CCC1(C#N)C(C)C1O,7,1,1,0
101654,CCC1(C#N)C(C)N1C,7,2,0,0
101655,CCC1(C#N)C(N)C1N,6,3,0,0
101656,CCC1(C#N)C(N)C1O,6,2,1,0
101657,CCC1(C#N)C(O)C1O,6,1,2,0
101658,CNC1(C#N)C(C)C1C,7,2,0,0
101659,CNC1(C#N)C(C)C1N,6,3,0,0
101660,CNC1(C#N)C(C)C1O,6,2,1,0
101661,CNC1(C#N)C(N)C1N,5,4,0,0
101662,CNC1(C#N)C(N)C1O,5,3,1,0
101663,CNC1(C#N)C(O)C1O,5,2,2,0
101664,COC1(C#C)C(C)C1C,8,0,1,0
101665,COC1(C#C)C(C)C1O,7,0,2,0
101666,COC1(C#C)C(O)C1O,6,0,3,0
101667,COC1(C#N)C(C)C1C,7,1,1,0
101668,COC1(C#N)C(C)C1N,6,2,1,0
101669,COC1(C#N)C(C)C1O,6,1,2,0
101670,COC1(C#N)C(N)C1N,5,3,1,0
101671,COC1(C#N)C(N)C1O,5,2,2,0
101672,COC1(C#N)C(O)C1O,5,1,3,0
101673,NC1C(N)C1(CO)C#N,5,3,1,0
101674,NC1C(O)C1(CO)C#N,5,2,2,0
101675,NCC1(C#N)C(O)C1O,5,2,2,0
101676,OCC1(C#C)C(O)C1O,6,0,3,0
101677,OCC1(C#N)C(O)C1O,5,1,3,0
101678,CCC1(C#C)C2CC1C2,9,0,0,0
101679,CCC1(C#C)C2CC1O2,8,0,1,0
101680,CCC1(C#C)C2CN1C2,8,1,0,0
101681,CCC1(C#N)C2CC1C2,8,1,0,0
101682,CCC1(C#N)C2CC1N2,7,2,0,0
101683,CCC1(C#N)C2CC1O2,7,1,1,0
101684,CCC1(C#N)C2CN1C2,7,2,0,0
101685,CNC1(C#C)C2CC1O2,7,1,1,0
101686,CNC1(C#N)C2CC1C2,7,2,0,0
101687,CNC1(C#N)C2CC1N2,6,3,0,0
101688,CNC1(C#N)C2CC1O2,6,2,1,0
101689,COC1(C#C)C2CC1C2,8,0,1,0
101690,COC1(C#C)C2CC1N2,7,1,1,0
101691,COC1(C#C)C2CC1O2,7,0,2,0
101692,COC1(C#N)C2CC1C2,7,1,1,0
101693,COC1(C#N)C2CC1N2,6,2,1,0
101694,COC1(C#N)C2CC1O2,6,1,2,0
101695,NCC1(C#N)C2CN1C2,6,3,0,0
101696,OCC1(C#C)C2CC1C2,8,0,1,0
101697,OCC1(C#C)C2CC1O2,7,0,2,0
101698,OCC1(C#C)C2CN1C2,7,1,1,0
101699,OCC1(C#N)C2CC1C2,7,1,1,0
101700,OCC1(C#N)C2CC1N2,6,2,1,0
101701,OCC1(C#N)C2CC1O2,6,1,2,0
101702,OCC1(C#N)C2CN1C2,6,2,1,0
101703,CCC1(C#C)C2CCC12,9,0,0,0
101704,CCC1(C#C)C2CCN12,8,1,0,0
101705,CCC1(C#C)C2COC12,8,0,1,0
101706,CCC1(C#N)C2CCC12,8,1,0,0
101707,CCC1(C#N)C2CCN12,7,2,0,0
101708,CCC1(C#N)C2COC12,7,1,1,0
101709,CNC1(C#N)C2CCC12,7,2,0,0
101710,CNC1(C#N)C2CNC12,6,3,0,0
101711,CNC1(C#N)C2COC12,6,2,1,0
101712,COC1(C#C)C2CCC12,8,0,1,0
101713,COC1(C#C)C2COC12,7,0,2,0
