,selfies,carbons,nitrogens,oxygens,hydrogens
8400,[O][Branch1][S][C][=Branch1][#Branch2][=C][C][=C][Branch1][C][C][C][=C][C][C][=Ring1][Branch1][C],10,0,1,12
8401,[O][=C][Branch2][Ring1][N][N][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][C][Branch1][=N][N][Branch1][Ring1][C][=N][C][C][Branch1][C][O][C][O][=C][Ring1][#Branch1][C][N][Ring1][Ring1][C],10,4,4,14
8402,[O][=C][C][=C][Branch1][=Branch2][C][C][C][=C][Branch1][C][C][C][C],10,0,1,16
8403,[O][=C][C][Branch1][C][C][C][C][C][Branch1][=Branch1][C][Branch1][C][C][=C][C][Ring1][#Branch2],10,0,1,16
8404,[O][=C][Branch1][C][O][C][Branch1][P][C][Branch1][#Branch2][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][C][Branch1][Ring2][C][Ring1][Ring2][C],10,0,4,16
8405,[C][=C][C][=C][C][Branch1][C][O][N][C][C][C][Branch1][C][O][C][Ring1][=Branch1][=N][C][Ring1][O][=C][Ring1][#C],11,2,2,12
8406,[O][=S][=Branch1][C][=O][Branch1][N][N][C][=Branch1][Branch1][=N][C][=C][C][C][=Ring1][C][C][=Branch1][Branch2][=C][C][=C][Branch1][C][N][C][C][=Ring1][C],11,3,2,11
8407,[O][=S][=Branch1][C][=O][Branch1][=N][N][C][Branch1][Branch1][O][N][=C][C][=C][Ring1][Ring1][C][C][=Branch1][Branch2][=C][C][=C][Branch1][C][N][C][C][=Ring1][C],11,3,3,13
8408,[C][=C][C][=Branch1][C][=O][N][C][C][Branch1][C][C][C][N][C][C][Ring1][Branch1][C][Ring1][=Branch2][=C][Ring1][=C],11,2,1,14
8409,[C][N][C][=Branch1][C][=O][O][C][=C][C][=C][C][Branch1][Branch2][N][=C][N][Branch1][C][C][C][=C][Ring1][O],11,3,2,15
8410,[C][C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][Branch1][C][C][=O],11,0,4,17
8411,[C][C][N][C][=Branch1][C][=O][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1],12,2,3,16
8412,[C][=C][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][=Branch1][C][=Branch1][C][=O][C][C][O][N][=C][Branch1][C][C][C][=Ring1][=Branch1][C],13,3,4,15
8413,[C][C][=Branch1][C][=O][O][C][=C][Branch1][=Branch1][N][=Branch1][C][=O][=O][C][Branch1][C][C][=C][Branch1][=Branch1][N][=Branch1][C][=O][=O][C][=C][Ring1][=N][C][Branch1][C][C][Branch1][C][C][C],13,2,6,16
8414,[O][=C][Branch1][Ring1][O][C][C][C][C][C][C][C][C][C][C][C][C],13,0,2,26
8415,[C][=C][C][=C][C][=Branch1][C][=O][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Ring1][=N][=C][Ring1][P],14,1,2,9
8416,[O][C][=C][C][=C][O][C][=C][C][Branch1][Ring1][O][C][=C][C][Branch1][C][O][=C][Ring1][=Branch2][C][=Branch1][C][=O][C][Ring1][=C][=C][Ring2][Ring1][C],14,0,5,10
8417,[N][Branch1][P][C][=Branch1][O][=C][Branch1][C][S][C][=C][Branch1][C][C][C][C][=Ring1][Ring1][=C][Ring1][#Branch1][C][=Branch1][Branch2][=C][C][=C][Branch1][C][N][C][C][=Ring1][C],14,2,0,12
8418,[O][C][Branch1][O][C][=Branch1][Branch1][=C][C][=C][C][C][=Ring1][C][C][C][=Branch1][Branch1][=C][C][=C][C][C][=Ring1][C],14,0,1,14
8419,[C][O][C][=C][C][=C][Branch2][Ring1][C][C][C][N][C][C][Branch1][C][O][C][Ring1][=Branch1][O][C][Branch1][C][C][=O][C][=C][Ring1][P],14,1,4,19
8420,[N][C][Branch2][Ring1][P][C][C][=C][C][Branch1][C][I][=C][Branch1][S][O][C][=C][C][=C][Branch1][C][O][C][Branch1][C][I][=C][Ring1][Branch2][C][Branch1][C][I][=C][Ring1][P][C][Branch1][C][O][=O],15,1,4,12
8421,[O][=C][Branch2][Ring1][N][O][C][Branch2][Ring1][Ring2][C][Branch1][=N][C][Branch1][Branch1][C][=C][C][=O][Branch1][Ring1][C][C][C][=C][Ring1][=Branch1][C][C][Ring1][Branch1][C][Ring1][C][C],15,0,3,18
8422,[O][=C][Branch1][N][N][C][Branch1][Branch1][C][C][C][C][C][Ring1][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=Branch1][N][=C][C][=C][Branch1][C][C][C][=Branch1][C][=O][C][C][=Ring1][Branch1],15,2,4,20
8423,[C][C][C][N][C][C][Branch1][C][C][C][C][C][C][C][N][Ring1][=Branch1][C][C][Ring1][=Branch2][C][Ring1][=N][C][Ring1][P],15,2,0,26
8424,[O][=C][Branch1][O][N][Branch1][Branch1][C][C][C][C][C][Ring1][C][C][=C][C][=C][C][=Branch1][N][=C][C][=C][Branch1][Ring2][O][C][O][C][Ring1][C][C][=Ring1][C],17,1,3,19
8425,[C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][Sn][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1].[O],18,1,1,35
8426,[O][C][Branch2][Ring1][Branch1][C][=Branch1][#C][=C][Branch1][=Branch2][C][=Branch1][Ring1][=N][C][C][=C][C][C][=Ring1][C][C][=Ring1][=Branch1][C][Branch1][=N][N][Branch1][#Branch1][C][C][C][C][C][=C][C][Ring1][Ring2][C][Ring1][=Branch1],19,2,1,22
8427,[C][=C][C][=C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][=N][C][C][C][N][Branch1][C][C][C][C][C][Ring1][#Branch1][C][Ring2][Ring1][C][=C][Ring2][Ring1][=Branch1],19,2,0,22
8428,[O][=C][C][Branch2][Ring1][P][C][Branch2][Ring1][Branch2][C][C][C][C][C][Branch1][Branch2][C][Ring1][=Branch1][C][C][Ring1][#Branch2][Branch1][C][C][C][C][C][C][Ring1][#Branch2][C][C][Ring2][Ring1][C][C],19,0,1,30
8429,[C][C][Branch1][C][O][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][C][Ring1][=Branch1][Branch1][C][C][C][C][C][Ring1][O][C][Ring1][#C][Branch1][C][C][C][Ring2][Ring1][Branch1],19,0,2,30
8430,[C][O][C][Branch1][C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][C][C][=C][C][Branch1][C][C][=C][C][=Branch1][C][=O][O][C][Branch1][C][C][C],19,0,3,34
8431,[C][=C][C][=C][N][Branch1][C][C][C][C][C][C][C][Branch1][Ring1][C][C][C][Branch1][C][O][N][Ring1][=Branch2][C][Branch1][Ring2][C][Ring1][=Branch2][C][C][Ring1][=C][Branch1][Branch1][C][Ring1][Ring2][O][C][Ring2][Ring1][Ring2][=C][Ring2][Ring1][Branch2],20,2,2,26
8432,[C][=C][Branch1][Ring1][O][C][C][=C][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][=C][Branch1][C][C][N][Branch1][#C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Ring2][=C][Ring2][Ring1][#Branch2],21,1,4,19
8433,[C][C][Branch1][C][C][C][Branch1][#Branch1][C][=C][Branch1][C][Cl][Cl][C][Ring1][Branch2][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N],23,0,3,20
8434,[C][=C][C][Branch1][C][O][=C][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][N][=C][Branch1][C][O][C][Branch1][=Branch1][N][Branch1][C][C][C][C][Ring1][#C][C][C][Ring2][Ring1][Ring2][C][Branch1][C][O][C][Ring2][Ring1][#Branch2][=C][Ring2][Ring1][#C][Cl],22,2,8,21
8435,[C][=C][C][=C][S][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][N][Branch1][#C][C][C][C][N][C][C][C][Branch1][C][O][C][C][Ring1][#Branch1][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][#Branch2],21,3,1,23
8436,[C][C][=Branch1][C][=O][C][=C][C][C][C][C][C][C][C][Branch1][#Branch1][C][=Branch1][C][=O][C][O][C][Ring1][=Branch2][Branch1][Ring1][C][O][C][C][Branch1][Ring2][O][Ring1][Branch1][C][Ring1][S][C][Ring2][Ring1][Ring2][Branch1][C][C][C][Ring2][Ring1][#Branch2],21,0,5,28
8437,[C][C][Branch1][C][O][C][C][=C][C][C][C][C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][C][C][Ring1][Branch2][Branch1][C][C][C][C][C][Ring1][=N][C][Ring1][P][Branch1][C][C][C][Ring2][Ring1][#Branch1],21,0,2,32
8438,[O][=C][Branch1][C][N][C][=Branch2][Branch1][#Branch2][=C][Branch1][C][O][C][Branch1][=Branch1][N][Branch1][C][C][C][C][Branch2][Ring2][#Branch1][C][Branch1][C][O][C][Branch1][C][O][=C][Branch2][Ring1][#Branch1][C][C][Branch1][C][O][Branch1][#C][C][=Branch1][Branch2][=C][C][Branch1][C][O][=C][C][C][=Ring1][C][Cl][C][C][Ring1][=Branch2][=O][C][Ring1][#C][C][Ring2][Ring1][Branch1][=O],23,2,8,23
8439,[C][O][C][=C][C][=C][C][Branch1][=C][O][C][=Branch1][C][=O][C][Ring1][=Branch1][=C][Ring1][#Branch2][O][C][C][N][Branch1][C][C][C][C][C][=C][C][O][C][O][C][=Ring1][Branch1][C][Branch1][Ring1][O][C][=C][Ring1][S][Ring1][O],22,1,7,23
8440,[C][C][C][C][Branch1][C][O][C][C][Branch1][=Branch1][N][Branch1][C][C][C][C][=Branch2][Ring2][=C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=Branch1][C][=O][C][Ring1][=N][Branch1][C][O][C][=Branch2][Ring1][#Branch1][=C][Ring2][Ring1][Ring1][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][C][=C][Ring2][Ring1][=N][Ring1][#Branch1][O][O],22,2,8,24
8441,[C][C][Branch1][C][C][=C][C][C][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N][C][Ring2][Ring1][Ring2][Branch1][C][C][C],23,0,3,26
8442,[C][C][=Branch1][C][=O][O][C][C][N][C][C][N][Branch2][Ring1][O][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#C][Ring1][#Branch1][C][C][Ring2][Ring1][Branch2],24,3,2,28
8443,[O][=C][Branch1][Branch2][N][C][C][=Branch1][C][=O][O][C][C][C][Branch2][Branch1][Branch2][C][Branch2][Ring2][P][C][Branch2][Ring2][=Branch1][C][Branch2][Ring1][P][C][Branch2][Ring1][=Branch2][C][Branch2][Ring1][Ring2][C][Branch1][O][C][Branch1][C][C][C][C][Branch1][C][O][C][Branch1][Ring2][C][Ring1][C][C][C][C][Ring1][=Branch2][O][C][Branch1][Branch1][C][Ring1][Branch1][O][C][C][Ring1][Branch1][C],26,1,6,43
8444,[C][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][=Branch1][N][Branch1][C][C][C][C][Ring1][N][C][C][Ring1][P][C][Branch1][C][O][Branch1][C][C][C][=Ring2][Ring1][Branch2][C][=C][C][=C][Ring2][Ring1][N],21,1,6,23
8445,[O][C][Branch1][C][C][C][Branch1][C][O][C][Branch1][C][N][C][Branch1][C][O][C][Ring1][#Branch2][O][C][C][=C][C][=C][C][=C][C][=C][C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][O][C][Ring1][C][C][C][Branch1][C][O][C][C][Branch1][C][O][O][C][Branch1][S][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][O][C][Ring1][O][C][Ring2][Ring2][Ring2],33,1,13,47
8446,[C][=C][C][=C][C][=C][Ring1][=Branch1][C][C],8,0,0,10
8447,[C][Branch2][Ring1][#Branch2][C][=Branch1][N][=C][C][=Branch1][Branch1][=C][C][=C][C][C][=Ring1][C][C][=C][Branch1][Branch1][C][C][=C][C][C][=Ring1][C][=Branch1][Ring2][=C][Ring1][=N][C][=Ring1][#Branch1],18,0,0,12
8448,[C][=C][C][=C][C][=C][C][=N][C][=C][N][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Ring1][=C],12,2,0,8
8449,[Cl][C][Branch1][C][Cl][Branch1][C][Cl][Cl],5,0,0,0
8450,[Br][C][=C][Br],2,0,0,2
8451,[C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][#Branch2][Cl],11,0,0,1
8452,[C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],13,0,0,9
8453,[C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][=C][Branch1][C][Cl][C][=C][C][Branch1][C][Cl][=C][Ring1][Branch2],15,0,0,7
8454,[C][=C][Branch1][C][Cl][C][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl],16,0,0,6
8455,[C][C][Branch1][C][C][C][Branch1][C][C][C][O],6,0,1,14
8456,[O][=C][Branch1][C][O][C][=C][C][=Branch1][Branch1][=C][C][=C][C][C][=Ring1][C],9,0,2,8
8457,[O][=C][Branch1][Ring2][O][C][C][C][C],5,0,2,10
8458,[C][=C][C][=C][C][=C][Ring1][=Branch1][O][C],7,0,1,8
8459,[C][C][C][C][O][C][C][O],6,0,2,14
8460,[C][C][=Branch1][C][=O][C][=C][C][C][C][C][C][C][C][Branch1][#Branch1][C][=Branch1][C][=O][C][O][C][Ring1][=Branch2][Branch1][C][C][C][C][C][Ring1][=C][C][Ring2][Ring1][C][Branch1][C][C][C][Ring2][Ring1][Branch2],21,0,3,30
8461,[O][=C][Branch1][C][O][C][=Branch1][Branch2][=C][Branch1][C][O][C][=C][C][C][=Ring1][C],7,0,3,6
8462,[O][=C][Branch1][C][O][C][=Branch1][Branch2][=C][C][=C][Branch1][C][C][Cl][C][=Ring1][Ring1],8,0,2,5
8463,[C][C][C][C][C][C][N],6,1,0,15
8464,[C][C][C][C][C][C][C][C][N],8,1,0,19
8465,[C][C][C][C][Branch1][C][C][C][=Branch1][C][=O][C][Branch1][Ring2][C][Ring1][Branch2][C][Branch1][C][O][C][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][Ring1][Branch2],15,1,4,23
8466,[O][=C][Branch1][C][O][C][=Branch1][N][=C][C][=C][Branch1][=Branch1][N][=Branch1][C][=O][=O][C][C][=Ring1][C],7,1,4,5
8467,[C][O][P][=Branch1][C][=S][Branch1][Ring1][O][C][O][C][=C][C][=C][Branch1][=Branch1][N][=Branch1][C][=O][=O][C][Branch1][C][C][=C][Ring1][#Branch2],9,1,5,12
8468,[O][=C][Branch1][#C][N][C][=Branch1][Branch2][=C][C][=C][Branch1][C][C][Cl][C][=Ring1][Ring1][C],9,1,1,8
8469,[O][=C][Branch2][Ring1][Ring1][N][C][=Branch1][N][=C][C][=C][Branch1][C][C][N][=Branch1][C][=O][=O][C][=Ring1][Branch1][C],8,2,3,8
8470,[C][C][Branch1][C][C][N][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][S][C][C][Branch1][C][Cl][=C][Cl],12,1,1,17
8471,[N][Branch1][=Branch2][C][Branch1][Ring2][C][C][C][C][C][C][Ring1][Ring2],7,1,0,15
8472,[Cl][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][O][=C][Ring1][#Branch2][O][C],11,0,2,4
8473,[O][=C][Branch1][C][O][C][Branch1][C][N][C][C][=Branch1][C][=O][N],4,2,3,8
8474,[C][=C][Branch1][Ring1][S][C][N][=C][C][=N][C][=N][C][Ring1][=Branch1][=N][Ring1][N],7,4,0,6
8475,[C][C][Branch1][C][C][C][C][=Branch1][C][=O][C][C][=Branch1][C][=O][C],8,0,2,14
8476,[O][=C][Branch1][=N][C][Branch1][Ring2][C][C][C][Branch1][Ring2][C][Ring1][C][C][C][Ring1][Branch1][Branch1][C][C][C],10,0,1,16
8477,[O][=C][Branch1][=N][C][Branch1][Branch1][C][C][C][C][C][Branch1][C][C][C][C][Ring1][=Branch1],10,0,1,18
8478,[C][=C][C][Branch1][C][C][C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C][Ring1][#C][Ring1][N],11,0,4,14
8479,[C][=C][C][=C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][C][C][C],11,2,3,16
8480,[O][=C][C][=C][C][Branch1][=N][C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][O][O][Branch1][Branch1][C][=C][Ring1][=C][O],12,0,4,10
8481,[C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1],13,0,2,10
8482,[C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][C][Branch1][Ring1][C][=C][C][Branch1][Ring1][C][=C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],18,0,2,18
8483,[C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][C][=C][Ring1][#Branch2][C][Branch1][C][O][C][N][Branch1][C][C][C][C][C][Branch1][=Branch1][C][Ring1][Branch1][C][C][C][Ring1][#Branch2],19,2,1,24
8484,[C][C][=Branch1][C][=O][C][=C][C][C][C][C][C][C][C][Branch1][C][O][Branch1][Ring1][C][#C][C][Ring1][Branch2][Branch1][C][C][C][C][C][Ring1][=N][C][Ring1][P][Branch1][C][C][C][Ring2][Ring1][#Branch1],21,0,2,28
8485,[C][=C][C][=C][O][C][=Branch1][C][=O][C][Branch2][Ring1][=N][C][Branch1][Branch2][C][=Branch1][C][=O][O][C][C][C][=C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Ring1][O][=O][=C][Branch1][C][O][C][Ring2][Ring1][#Branch2][=C][Ring2][Ring1][=C],22,0,8,16
8486,[N][C][C][C][Branch1][C][O][C][=Branch1][C][=O][N][C][C][C][Branch1][C][N][C][Branch2][Ring1][Branch1][O][C][O][C][Branch1][Ring1][C][N][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][Branch1][C][O][C][Ring2][Ring1][Ring2][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][N][C][Ring1][#Branch2][O],22,5,13,43
8487,[O][=C][Branch1][Ring2][O][C][C][C][=Branch1][Branch2][=C][C][=C][Branch1][C][N][C][C][=Ring1][C],9,1,2,11
8488,[O][=C][Branch2][Ring1][Ring1][O][C][=Branch1][N][=C][Branch1][Ring2][C][=C][C][C][=Branch1][C][=O][O][C][=Ring1][Branch1][C],9,0,4,8
8489,[O][=C][N][C][=Branch1][C][=O][C][Branch1][Ring2][N][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],15,2,2,12
8490,[C][C][C][C][C][C][Branch1][C][O][C][=C][C][C][Branch1][C][O][C][C][=Branch1][C][=O][C][Ring1][#Branch1][C][C][=C][C][C][C][C][=Branch1][C][=O][O],20,0,5,32
8491,[N][C][=Branch1][C][=O][C][=C][N][=C][N][Ring1][Branch1][C][C][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][C][C][N][C][C][Ring1][=Branch1],17,4,1,20
8492,[C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Branch1][#Branch2][C][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring1][P][C][=C][C][=C][Ring1][=Branch1],20,1,1,21
8493,[C][C][N+1][Branch2][Ring2][Branch2][C][C][=C][C][O][C][C][C][=Branch1][C][=O][N][C][C][Ring1][#Branch1][C][Ring1][N][C][C][Ring1][S][C][Ring1][=Branch1][Ring2][Ring1][Ring1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N][O],21,2,3,23
8494,[C][=C][C][=C][Branch1][=C][C][=N][C][N][=C][N][=C][C][Ring1][=Branch1][=N][Ring1][=Branch2][C][=C][Ring1][#C],11,4,0,8
8495,[C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][N][C][=Branch1][Ring2][=N][Ring1][Branch2][C][=C][C][=C][Branch1][Ring2][O][Ring1][Branch1][N+1][=Branch1][C][=O][O-1],12,3,3,6
8496,[C][C][O][C][=N][O][N+1][=Branch2][Ring1][Ring1][=C][Ring1][Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O-1],10,2,5,10
8497,[O][=C][C][C][=Branch1][C][=O][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=N],12,0,2,12
8498,[C][C][=C][C][=C][Branch1][=N][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][C][Cl][Cl][C][=C][Ring1][N],9,1,2,7
8499,[O][=C][Branch1][C][O][C][O][C][=C][Branch1][C][Cl][C][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][Cl],11,0,3,5
8500,[C][C][C][O][C][=Branch1][C][=O][C][=C][Ring1][=Branch1][C][=C][C][Branch1][Ring1][C][#N][=C][Ring1][Branch2],11,1,2,9
8501,[C][C][=N][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][N][=C][Branch1][C][C][C][Ring1][N],11,2,0,12
8502,[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][Ring1][=Branch2],9,0,2,8
8503,[C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],11,1,2,15
8504,[C][C][=C][C][=Branch1][C][=O][O][C][=C][C][C][C][N][C][C][C][C][=Branch1][=Branch1][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][Ring2][Ring1][C][Ring1][=N],16,1,2,17
8505,[C][C][=C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][=C][C][=C][Ring1][=Branch1],9,0,2,8
8506,[C][C][Branch1][C][C][S][C][C][Branch1][Branch2][C][O][C][Branch1][C][N][=O][S][Ring1][O],7,1,2,13
8507,[N][C][=Branch1][C][=O][O][C][C][C][O][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][O][Ring1][#Branch2],10,1,4,17
8508,[N][C][=Branch1][C][=O][O][C][C][C][S][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][S][Ring1][#Branch2],10,1,2,17
8509,[C][C][=C][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][O][Ring1][=Branch2][O][C][=Branch1][C][=O][C][=C][Ring1][#Branch2][C],13,0,3,10
8510,[C][C][=C][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][N][=C][Ring1][O][C],11,1,1,11
8511,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][Branch1][#Branch1][C][=N][C][=C][Ring1][=Branch1][N][Ring1][O],11,2,0,8
8512,[O][=S][=Branch1][C][=O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][C][Br][Br],6,1,2,5
8513,[N][C][=Branch1][C][=O][O][C][C][C][S][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][O][Ring1][#Branch2],10,1,3,17
8514,[C][C][Branch1][C][C][C][O][C][C][Branch1][Branch1][C][O][Ring1][=Branch1][C][O][C][Branch1][=Branch1][C][Branch1][C][C][C][O][C][Ring1][O],13,0,4,24
8515,[C][O][C][=C][C][Branch1][Ring1][O][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][#Branch2],9,0,3,12
8516,[O][=C][Branch1][C][O][C][C][N][C][=C][C][=C][C][Ring1][=Branch1][=O],8,1,3,9
8517,[C][C][Branch1][C][C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Ring1][N][=O],11,2,1,12
8518,[C][O][C][=C][Branch1][Ring2][O][Ring1][Branch1][C][=C][Branch1][=Branch2][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][O][N+1][=Branch1][C][=O][O-1],8,1,5,7
8519,[C][=C][C][=C][Branch2][Ring1][=N][C][N][C][O][C][C][C][C][C][Branch1][=N][C][C][Ring1][Branch1][C][Ring1][Branch2][C][Ring1][Ring2][Ring1][O][C][Ring1][=Branch2][Ring1][N][C][=C][Ring2][Ring1][Ring2],18,1,1,19
8520,[C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][=C][C][Branch1][Ring1][C][#N][=C][Ring1][Branch2],11,1,2,9
8521,[C][=C][C][C][=C][C][=C][C][=N][C][=N][C][Ring1][=Branch1][=C][Ring1][#Branch2][O],11,2,1,10
8522,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][N][Ring1][N],12,1,0,9
8523,[C][C][=N][C][=C][C][=C][Ring1][=Branch1][N][C][=C][Ring1][Branch1][C][=C][C][=C][Ring1][=Branch1],12,2,0,10
8524,[C][C][C][Branch1][Ring1][C][C][C][C][C][=Branch1][C][=O][N][C][Ring1][=Branch2][=O],9,1,2,15
8525,[C][C][O][C][=Branch1][C][=O][C][=C][N][C][=Branch1][C][=S][N][=C][Ring1][#Branch1],7,2,2,8
8526,[O][=S][=Branch1][C][=O][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][=C][C][=C][Ring1][=Branch1],12,0,2,8
8527,[C][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][Ring1][C][C][N][C][Ring1][O][=O],10,2,2,18
8528,[O][=C][C][=C][C][=N][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][S][C][Ring1][#Branch2][=C][Ring1][=C],12,1,1,7
8529,[C][C][=C][C][=C][Branch1][S][C][=N][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2][C][=C][Ring1][#C],14,1,0,11
8530,[O][=C][C][=C][C][=C][Branch1][N][C][=C][O][C][=C][C][Ring1][Branch1][=C][Ring1][=Branch2][O][Ring1][=N],11,0,3,6
8531,[C][C][=C][Branch1][C][O][C][=Branch1][C][=O][C][=C][N][Ring1][Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],12,1,2,11
8532,[C][C][=C][C][=C][Branch1][S][N][C][=C][C][=Branch1][C][=O][C][Branch1][C][O][=C][Ring1][Branch2][C][C][=C][Ring1][#C],13,1,2,13
8533,[C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][=C][N][=C][C][=C][Ring1][=Branch1],13,2,1,20
