,SMILES
7543,CCCN1C(=O)CCC(N2C(=O)C3=C(C=CC=C3)C2=O)C1=O
7544,N[S](=O)(=O)C1=CC2=C(S1)[S](=O)(=O)CCC2=O
7545,CC1(O)CC(C2=CC=CC=C2)C3=C(O1)C4=C(OC3=O)C=CC=C4
7546,CC(=O)OCC1=C(N2C(SC1)C(NC(=O)CC3=CC=CS3)C2=O)C(O)=O
7547,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC3OC(C)CC(C3O)N(C)C)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O
7548,ClC1=CC(=C(Cl)C(=C1Cl)Cl)C2=CC(=C(Cl)C(=C2Cl)Cl)Cl
7549,CCCCCC1=C(N=C2C=C(O)C(=O)C3=C2C=CC=C3)C(=NO1)C
7550,CCO/N=C(OC(=O)C1=CC=CC=C1)/C2=C(OC)C(=CC=C2OC)Cl
7551,CC1COC2=C(N3CCN(C)CC3)C(=CC4=C2N1C=C(C(O)=O)C4=O)F
7552,COC1=CC2=C(C=C1OC)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N
7553,CCN1C(=C(N=NC2=C(C=C(Cl)C=C2)[N+]([O-])=O)C(=C(C#N)C1=O)C)O
7554,COC1=CC2=C(SC3=C(C=CC=C3)N2CC(C)CN(C)C)C=C1
7555,ClC1=C(Cl)C(=C(Cl)C(=C1)Cl)C2=C(Cl)C(=CC(=C2Cl)Cl)Cl
7556,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC3OC(C)CC(C3O)N(C)C)C(C)(CC(C)C(=O)C(C)C(O)C1(C)O)OC
7557,CC1=C(NC(=O)C2=CC(=C(Cl)C=C2O)[S](N)(=O)=O)C(=CC=C1)C
7558,CC(=O)NC1=C(N[S](=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O)C=NC=C1
7559,CCCCCN1C(=O)CCC(N2C(=O)C3=C(C=CC=C3)C2=O)C1=O
7560,CC1=CN(C2CC(N=[N+]=[N-])C(COC(=O)C3=CC=NC=C3)O2)C(=O)NC1=O
7561,COC1=CC=C2C(=CC1=O)C(CCC3=C2C(=C(OC)C(=C3)OC)OC)NC(C)=O
7562,CC1=NN=C2CN=C(C3=CC=CC=C3)C4=C(C=CC(=C4)Cl)[N]12
7563,C1=CC2=C3C(=C1)C=CC=C3C4=CC=CC5=CC=CC2=C45
7564,C1=CC2=C3C=CC=C4C=CC5=CC=CC(=C2C=C1)C5=C34
7565,COC1=CC2=C(N)N=C(N=C2C(=C1OC)OC)N3CCN(CC3)C(=O)OCC(C)(C)O
7566,COC1=C2C(=O)C3=C(C=CC=C3)N(C)C2=C4C=CC(C)(C)OC4=C1
7567,ClC1=C(Cl)C(=C(Cl)C(=C1)C2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl)Cl
7568,O=[P](OC1=CC=CC=C1)(OC2=CC=CC=C2)OC3=CC=CC=C3
7569,CSC1=CC2=C(SC3=C(C=CC=C3)N2CCC4CCCCN4C)C=C1
7570,CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(S2)C=C(Cl)C=C3)C=C1
7571,CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C4=C(C=CC(=C4)Cl)[N]12
7572,COC1=CC2=C(C=C1OC)C3C(CO2)OC4=C(C=CC5=C4CC(O5)C(C)=C)C3=O
7573,CN1C(CCl)NC2=C(C=C(C(=C2)Cl)[S](N)(=O)=O)[S]1(=O)=O
7574,CC(OC1=CC=C(OC2=NC3=C(C=C(Cl)C=C3)N=C2)C=C1)C(=O)OC4CCCO4
7575,N[S](=O)(=O)C1=C(Cl)C=C2NC(N[S](=O)(=O)C2=C1)C(Cl)Cl
7576,CCOC(=O)C1=CC=CC=C1[S](=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)Cl
7577,CN1C(=C(O)C2=C(C=CC=C2)[S]1(=O)=O)C(=O)NC3=CC=CC=N3
7578,CC1=CC=C(C=C1)C2=CC(=N[N]2C3=CC=C(C=C3)[S](N)(=O)=O)C(F)(F)F
7579,CN(C)C1C2C(O)C3C(=C(O)C2(O)C(=O)C(=C1O)C(N)=O)C(=O)C4=C(C=CC=C4O)C3(C)O
7580,OC1=C(CC2=C(O)C3=CC=CC=C3OC2=O)C(=O)OC4=C1C=CC=C4
7581,CN1C(=C(O)C2=CC=CC=C2[S]1(=O)=O)C(=O)NC3=NC=C(C)S3
7582,CC(C)(C)C1=CC(=CC(=C1SC(C)(C)SC2=C(C=C(O)C=C2C(C)(C)C)C(C)(C)C)C(C)(C)C)O
7583,CCOC(=O)NC1=CC2=C(SC3=C(C=CC=C3)N2C(=O)CCN4CCOCC4)C=C1
7584,FC1=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=CC(=C1)OC3=CC=C(C=C3Cl)C(F)(F)F
7585,COC(=O)C1=CC=C(N=C1[S](=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC)C(F)(F)F
7586,CN(CC1=NC2=C(N=C1)N=C(N)N=C2N)C3=CC=C(C=C3)C(=O)NC(CCC(O)=O)C(O)=O
7587,C1=CC2=C3C4=C1C=CC5=C4C6=C(C=C5)C=CC7=C6C3=C(C=C2)C=C7
7588,COC1=C(C=C(NC(C)=O)C(=C1)N=NC2=C(Br)C=C(C=C2[N+]([O-])=O)[N+]([O-])=O)N(CCC#N)CC=C
7589,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(OC4OC5COC(C)OC5C(O)C4O)C6=C2C=C7OCOC7=C6
7590,CCC1NC(=O)C(C(O)C(C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C
7591,N#CCC#N
7592,C[S](C)(=O)=O
7593,OC1=CC=C(F)C=C1
7594,CC(=C\CO)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
7595,O=C1C=CC(=O)C=C1
7596,CCC(Br)(CC)C(=O)NC(N)=O
7597,OC1=CC(=CC=C1)Cl
7598,CCC(CC)(C(=O)NC(N)=O)C(=O)OC
7599,CCOC(=O)C(CC)(CC)C(=O)NC(N)=O
7600,OC(=O)C1C2CCC(O2)C1C(O)=O
7601,CCOC1=CC=C(O)C=C1
7602,CC1=NC=C([NH]1)[N+]([O-])=O
7603,CCC(CC)(C(=O)NC(N)=O)C(=O)OC(C)C
7604,CCC(CC)(C(=O)NC(N)=O)C(=O)OCOC
7605,NC(=S)C1=CC=CC=C1
7606,ClCCN(N=O)C(=O)NC1CCCCC1
7607,COC(=O)C(CC=C)(CC=C)C(=O)NC(N)=O
7608,CC1=C(Cl)C(=CC(=C1)O)C
7609,OCNC(=O)C1=CC=CC=C1
7610,C[N]1C(=NC=C1[N+]([O-])=O)C
7611,CCC1=CC=C(C=C1)C(O)=O
7612,CC(C)C1=NC(=C[NH]1)[N+]([O-])=O
7613,COC1=CC=C(C=C1)C(N)=O
7614,COC1=CC=CC(=C1)C(N)=O
7615,CC(C)(C)C(=O)OCN1C=C(F)C(=O)N(COC(=O)C(C)(C)C)C1=O
7616,CN(C)CNC(=O)C1=CC=CC=C1
7617,OC1=CC=C(I)C=C1
7618,CCCCC1=CC=C(C=C1)C(O)=O
7619,CC(=O)OCN1C=C(F)C(=O)N(COC(C)=O)C1=O
7620,CCOC(=O)C(C)(C(=O)NC(=O)NC)C1=CCCCC1
7621,CC(C)C1=NC=C([N]1C)[N+]([O-])=O
7622,CNC(=O)OC1=CC(=C(C)C=C1)C
7623,CC(O)C[N]1C(=NC=C1[N+]([O-])=O)C
7624,CC1=CC2=C(C=CC=C2)C=N1
7625,CCC(C)C1=C(OC(=O)NC)C=CC=C1
7626,CCC(CC)(C(=O)NC(N)=O)C(=O)OCC(=O)OC
7627,OC(=O)CONC(=O)C1=CC=CC=C1
7628,COC1=C(O)C=CC(=C1)\C=C\C(O)=O
7629,S=C1NC=NC2=C1N=C[NH]2
7630,CNC(=O)N1C=C(F)C(=O)NC1=O
7631,CCC(=O)N1C(=O)NC=C(F)C1=O
7632,COC(=O)N1C=C(F)C(=O)NC1=O
7633,CC(=O)OCN1C=C(F)C(=O)NC1=O
7634,COC(=O)C1=CC=CC=C1OC(C)=O
7635,O=C1NC(=O)C2=C([NH]C=N2)N1
7636,CC(=O)OCN1C(=O)NC=C(F)C1=O
7637,CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C
7638,CCNC1=NC(=NC(=N1)NCC)SC
7639,CCC(C)([S](=O)(=O)CC)[S](=O)(=O)CC
7640,CCNC(=O)N1C=C(F)C(=O)NC1=O
7641,NC1=[N+]([O-])C(=NC(=C1)N2CCCCC2)N
7642,CCOC(=O)OCN1C(=O)NC=C(F)C1=O
7643,CC(C)NCC(O)COC1=C(OCC=C)C=CC=C1
7644,COC1=NC(=NC(=N1)NC(C)C)NC(C)C
7645,CCOC(=O)N1C=C(F)C(=O)NC1=O
7646,CN(C)C(=O)N1C=C(F)C(=O)NC1=O
7647,CCC(=O)OCN1C=C(F)C(=O)NC1=O
7648,CCOC(=O)N1C(=O)NC=C(F)C1=O
7649,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12
7650,CC(C)(C)C(=O)OCN1C=C(F)C(=O)NC1=O
7651,CCCC(=O)OCN1C=C(F)C(=O)NC1=O
7652,O=C(COC(=O)C1=CC=CC=C1)N2CCCC2
7653,CC(C)(C)NCC(O)COC1=C(C=CC=C1)C2CCCC2
7654,CN(C)C(=O)COC(=O)C1=C(O)C=CC=C1
7655,CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12
7656,CCCCOC(=O)N1C=C(F)C(=O)NC1=O
7657,COCCN(C(=O)CCl)C1=C(C)C=CC=C1C
7658,CC(C)COC(=O)N1C=C(F)C(=O)NC1=O
7659,CCN(CCO)C(=O)COC(=O)C1=CC=CC=C1
7660,FC1=CN(C(=O)NC1=O)C(=O)OCCCl
7661,CN1CCC23CCCCC2C1CC4=C3C=C(O)C=C4
7662,COC(=O)NC1=NC2=CC=CC=C2[NH]1
7663,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12
7664,OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl
7665,CC(C)N(C(C)C)C(=O)COC(=O)C1=CC=CC=C1
7666,OCCN(CCO)C(=O)COC(=O)C1=CC=CC=C1
7667,CCCCCCOC(=O)N1C=C(F)C(=O)NC1=O
7668,CCN(CC)C(=O)COC(=O)C1=C(O)C=CC=C1
7669,COC1=CC2=C(CC3C4CCCCC24CCN3C)C=C1
7670,CNC1=CC=C(C=C1)[S](=O)(=O)N(C)C
7671,OCC(CO)(CO)NC(=O)COC(=O)C1=CC=CC=C1
7672,CN(CC(N)=O)C(=O)COC(=O)C1=CC=CC=C1
7673,CCCCCCCCNC(=O)N1C=C(F)C(=O)NC1=O
7674,CC1CCCC(C)N1C(=O)COC(=O)C2=CC=CC=C2
7675,COCCN(CCOC)C(=O)COC(=O)C1=CC=CC=C1
7676,CC(=O)OC1=CC=CC=C1C(=O)OCC(N)=O
7677,CON(C1CCCCC1)C(=O)C2=C(C)OC(=C2)C
7678,OC(=O)C1=C(C=CC=C1)C2=CC=CC=C2
7679,CCOC(=O)CN(C)C(=O)COC(=O)C1=CC=CC=C1
7680,CC(=O)OC[N]1N=CC2=C1N=CNC2=O
7681,OC(=O)C1CCN1C(=O)COC(=O)C2=CC=CC=C2
7682,FC(F)(F)C1=CC=CC(=C1)N2CC(CCl)C(Cl)C2=O
7683,CCNC(=O)COC(=O)C1=CC=CC=C1OC(C)=O
7684,CCOC(=O)COC(=O)C1=CC=CC=C1OC(C)=O
7685,CN(C)C(=O)COC(=O)C1=CC=CC=C1OC(C)=O
7686,CN(C)[S](=O)(=O)C1=CC=C(C=C1)N(C)C=O
7687,CC(=O)OCCOC[N]1C=NC2=C1N=C(N)N=C2
7688,NC(=O)C1CCCN1C(=O)COC(=O)C2=CC=CC=C2
7689,CN1CCC23C4OC5=C(O)C=CC(=C25)CC1C3C=CC4O
7690,OC(=O)C1CCCN1C(=O)COC(=O)C2=CC=CC=C2
7691,CCCC(=O)OC[N]1C=C2C(=O)NC=NC2=N1
7692,CCCC(=O)OC[N]1N=CC2=C1N=CNC2=O
7693,CC(=O)NC1=NC2=C(C=N1)N=C[N]2COCCO
7694,CN(C)[S](=O)(=O)C1=CC=C(C=C1)N(C)C(C)=O
7695,COCC(=O)N(C(C)C(=O)OC)C1=C(C)C=CC=C1C
7696,CCN(CC)C(=O)COC(=O)C1=CC=CC=C1OC(C)=O
7697,CC(C)(C)C(=O)OC[N]1C=C2C(=O)NC=NC2=N1
7698,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC2=C(F)C(=CC(=C2F)F)F
7699,CC(C)(C)C(=O)OC[N]1N=CC2=C1N=CNC2=O
7700,ClC1=C(Cl)C(=CC(=C1)OC2=CC=CC=C2)Cl
7701,CC(=O)OCCOC[N]1C=NC2=C1N=C(N)NC2=O
7702,CCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C
7703,ClC1=CC(=C(OC2=CC=CC=C2)C=C1Cl)Cl
7704,CC(=O)OC1=CC=CC=C1C(=O)OCC(=O)N2CCOCC2
7705,NC1=C(C=CC2=C1C=CC=C2)[S](O)(=O)=O
7706,CCCCCCC(C)OC(=O)COC1=NC(=C(Cl)C(=C1Cl)N)F
7707,FC1=CNC(=O)N(C1=O)C(=O)C2=CC=CC=C2
7708,CCCN(CCC)C(=O)COC(=O)C1=CC=CC=C1OC(C)=O
7709,CC1=CC(=NC(=N1)NN=C(C)C2=CC=CC=C2C)C
7710,CC(=O)OC1=CC=CC=C1C(=O)OCC(=O)NCC(N)=O
7711,CCCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C
7712,CCN(CC)CCCC(C)NC1=CC=NC2=C1C=CC(=C2)Cl
7713,CCN(CC)C(=O)C(C)OC(=O)C1=CC=CC=C1OC(C)=O
7714,CC(C)N(C(C)C)C(=O)COC(=O)C1=CC=CC=C1OC(C)=O
7715,CC(=O)NC1=NC2=C(N=C[N]2COCCO)C(=O)N1
7716,CC1=C(NC2=CC=CC=C2C(O)=O)C=CC=C1Cl
7717,CCN1C=C(C(=O)OC)C(=O)C2=C1N=C(C)C=C2
7718,FC1=CN(C(=O)NC1=O)C(=O)OCC2=CC=CC=C2
7719,CC1C(SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(Cl)C=C3
7720,FC1=CN(C(=O)NC1=O)C(=O)OC2=CC=CC=C2
7721,CCCCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C
7722,CCN(CC)CC(=O)OC[N]1N=CC2=C1N=CNC2=O
7723,FC1=CNC(=O)N(C(=O)OC2=CC=CC=C2)C1=O
7724,NC1=NC2=C(N=C[N]2C3OC(CO)C(O)C3O)C(=O)N1
7725,CCCCCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C
7726,CC(=O)NC1=NC2=C(C=N1)N=C[N]2COCCOC(C)=O
7727,CC(C)(C)C(O)C(CC1=CC=C(Cl)C=C1)[N]2C=NC=N2
7728,CCN(CC)C(=O)NC1=CC(=C(OCC(O)CNC(C)(C)C)C=C1)C(C)=O
7729,CCOC(=O)CNC(=O)COC(=O)C1=CC=CC=C1OC(C)=O
7730,ClC1=CC(=C(OC2=CC=C(Cl)C=C2Cl)C=C1)Cl
7731,CO[P](=S)(OC)OC1=C(Cl)C=C(C=C1)[N+]([O-])=O
7732,FC1=CNC(=O)N(COC(=O)OC2=CC=CC=C2)C1=O
7733,CCCCCCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C
7734,CCCCCCC(=O)N(C)[S](=O)(=O)C1=CC=C(C=C1)N(C)C
7735,CCCCCCCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C
7736,CC(=O)OC[N]1C=C2C(=O)N(COC(C)=O)C=NC2=N1
7737,CCOC(=O)CN(C)C(=O)COC(=O)C1=CC=CC=C1OC(C)=O
7738,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(N)=O
7739,CO[P](=O)(OC)SCN1C(=O)OC2=CC(=CN=C12)Cl
7740,OC1=C2OC3C(=O)CCC4(O)C5CC(=C2C34CCN5CC=C)C=C1
7741,CC(=O)OC1=CC=CC=C1C(=O)OCN2C(=O)CCC2=O
7742,CCOC(=O)NC1=CC(=CC=C1)OC(=O)NC2=CC=CC=C2
7743,CC(C(O)=O)C1=CC=C(C=C1)N2CC3=C(C=CC=C3)C2=O
7744,CC(=O)NC1=NC2=C(N=C[N]2COCCOC(C)=O)C(=O)N1
7745,[O-][N+]1=NC(=NC2=C1C=C(Cl)C=C2)[N]3C=CN=C3
7746,CC1=C(C)N=C(N[S](=O)(=O)C2=CC=C(N)C=C2)O1
7747,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C=C2)Cl)C=C1Cl
7748,OC(=O)C(=C)CC(=O)C1=CC=C(C=C1)C2=CC=CC=C2Cl
7749,CCN(CC)C(=O)CCC(=O)OC[N]1N=CC2=C1N=CNC2=O
7750,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(C)C
7751,CO[P](=O)(OC)OC(=C\Cl)/C1=C(Cl)C=C(Cl)C(=C1)Cl
7752,CO/N=C(C(=O)OC)/C1=C(COC2=C(C)C=CC=C2)C=CC=C1
7753,OC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=C(O)C(=C3)O)O
7754,CCN1C=C(C(=O)OCOC(C)=O)C(=O)C2=C1N=C(C)C=C2
7755,O=C1NC=NC2=C1C=N[N]2COC(=O)C3=CC=CC=C3
7756,CCCC(=O)OC[N]1C=C2C(=O)N(COC(=O)CCC)C=NC2=N1
7757,CCN1C=C(C(=O)OCOC(=O)CC)C(=O)C2=C1N=C(C)C=C2
7758,CCO[P](=S)(OCC)OC1=CC=C(C=C1)[S](C)(=O)=O
7759,CCN(CC)C(=O)COC(=O)C(C)C1=CC2=CC=C(OC)C=C2C=C1
7760,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(C)CCO
7761,CC(C)(C)C(=O)OC[N]1C=C2C(=O)N(COC(=O)C(C)(C)C)C=NC2=N1
7762,ClC1=CC(=C(OC2=CC(=C(Cl)C(=C2)Cl)Cl)C=C1Cl)Cl
7763,CC(C)OC1=C(Cl)C=C(Cl)C(=C1)N2N=C(OC2=O)C(C)(C)C
7764,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl)C=C1Cl
7765,ClC1=CC(=C(OC2=CC(=C(Cl)C=C2Cl)Cl)C=C1Cl)Cl
7766,CC(C)(C)C(=O)OCN1C=NC2=C(C=N[N]2COC(=O)C(C)(C)C)C1=O
7767,ClC1=C(Cl)C(=C(OC2=CC(=C(Cl)C=C2Cl)Cl)C=C1)Cl
7768,COC(=O)[N]1C2=C(C=CC=C2)N=C1C3=CSC=N3
7769,ClC1=C(Cl)C(=C(OC2=CC=C(Cl)C(=C2Cl)Cl)C=C1)Cl
7770,CCCC(=O)OCOC(=O)C1=CN(CC)C2=C(C=CC(=N2)C)C1=O
7771,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl)C(=C1)Cl
7772,ClC1=CC(=C(OC2=C(Cl)C=C(Cl)C(=C2)Cl)C(=C1)Cl)Cl
7773,CCN1C=C(C(=O)OCOC(=O)C(C)C)C(=O)C2=C1N=C(C)C=C2
7774,ClC1=CC(=C(OC2=C(Cl)C(=C(Cl)C=C2)Cl)C(=C1)Cl)Cl
7775,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl)C=C1
7776,CC(OC1=CC=C(OC2=NC=C(Cl)C=C2F)C=C1)C(=O)OCC#C
7777,CN1C(=O)C(O)N=C(C2=CC=CC=C2)C3=C1C=CC(=C3)Cl
7778,CN1CCN(CC1)C2=NC3=C(NC4=C2C=CC=C4)C=CC(=C3)Cl
7779,CCOC(=O)[N]1C2=C(C=CC=C2)N=C1C3=CSC=N3
7780,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(CCO)CCO
7781,ClC1=CC2=C(C=C1)N(CC3CC3)C(=O)CN=C2C4=CC=CC=C4
7782,CCN(CC)C(=O)COC(=O)C1=CN(CC)C2=C(C=CC(=N2)C)C1=O
7783,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(C)CC(N)=O
7784,CCCOC(=O)[N]1C2=C(C=CC=C2)N=C1C3=CSC=N3
7785,OC1=C(C2CCCC3=CC=CC=C23)C(=O)OC4=CC=CC=C14
7786,CCCCNC(=O)OC1=C(O)C(=CC(=C1)\C=C(C#N)/C(=O)N(CC)CC)[N+]([O-])=O
7787,ClC1=C(Cl)C=C(OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl)C(=C1)Cl
7788,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl)C=C1Cl
7789,CCN(CC)C(=O)\C(=C/C1=CC(=C(O)C(=C1)[N+]([O-])=O)OC(=O)NC(C)(C)C)C#N
7790,ClC1=C(Cl)C=C(OC2=C(Cl)C(=CC(=C2Cl)Cl)Cl)C(=C1)Cl
7791,ClC1=CC=C(OC2=C(Cl)C(=CC(=C2Cl)Cl)Cl)C(=C1Cl)Cl
7792,ClC1=CC=C(Cl)C(=C1Cl)OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl
7793,CC(C)COC(=O)[N]1C2=C(C=CC=C2)N=C1C3=CSC=N3
7794,CO[P](=O)(OC1=C(Cl)C=C(Br)C(=C1)Cl)C2=CC=CC=C2
7795,ClC1=C(Cl)C=C(OC2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl)C(=C1)Cl
7796,ClC1=C(Cl)C(=C(OC2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl)C=C1)Cl
7797,ClC1=C(Cl)C(=C(Cl)C(=C1)Cl)OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl
7798,CO\N=C(C)/C1=CC=CC(=C1C(=O)OC)OC2=NC(=CC(=N2)OC)OC
7799,COC1=CC2=C([NH]C(=N2)[S](=O)CC3=C(C)C(=C(C)C=N3)OC)C=C1
7800,CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(C=C(Cl)C=C3)N=C2)C=C1
7801,[NH]1C2=C(C=CC3=C2C=CC=C3)C4=C1C5=C(C=CC=C5)C=C4
7802,NC1=NC2=C(N=C[N]2COCCOC(=O)C3=CC=C(CN4CCOCC4)C=C3)C(=O)N1
7803,FC(F)C(F)(F)OC1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1Cl
7804,OC1=C(Br)C=C(\C=N\OC2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)C=C1Br
7805,CC1COC(C[N]2C=NC=N2)(O1)C3=C(Cl)C=C(OC4=CC=C(Cl)C=C4)C=C3
7806,O=C1C2=C(SC(=C(S2)C#N)C#N)C(=O)C3=C1C=CC=C3
7807,CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C4=C(C=CC=C4)N=C2C=C1NC5=CC=C(Cl)C=C5
7808,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)C4=CC=CC=C4)C5(O)CC(OC(=O)C(O)C(NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C(=C1C5(C)C)C
7809,C1CCCNCC1
7810,CC(C)(C)C(C)(C)C
7811,CC1CNC(C)CN1
7812,CCC(C)(N)C(O)=O
7813,CCCC(=O)CCC
7814,OC1CC(O)C(O)C(O)C1O
7815,CCC(CO)NCCNC(CC)CO
7816,N[C]12C[CH]3[CH2]C([CH2][CH](C3)C1)C2
7817,I\C=C\I
7818,CC(\C=N\O)=N/O
7819,CCCC(N)C(O)=O
7820,C\C(Br)=C\C(O)=O
7821,CCC(Br)(CC)C(N)=O
7822,CC(=N\O)\C(C)=N\O
7823,CC(CC(O)=O)C(O)=O
7824,C\C(I)=C\C(O)=O
7825,CCCCCCCCCCCCCCC(O)=O
7826,NCC(=O)NCC(O)=O
7827,CC(CCC(O)=O)CC(O)=O
7828,CN(C)C(=O)NC1CCCCCCC1
7829,OC1CC(=CC(O)C1O)C(O)=O
7830,CC12C3CCC(O3)C1(C)C(=O)OC2=O
7831,CCCCCCCCCCCCCCCCC(O)=O
7832,OC(=O)\C=C\C=C\C(O)=O
7833,OC(C(O)=O)C(Cl)(Cl)Cl
7834,CCCCCCCCCCCCCCCCCC(O)=O
7835,O=C1CCC(=O)N1
7836,CC(=O)OC1CC2CCC1(C)C2(C)C
7837,NC1CONC1=O
7838,OC(=O)/C(S)=C/C1CCCCC1
7839,OC(=O)C1CCC(=CC1)C(O)=O
7840,OC(=O)CCCCCCCCCCCC(O)=O
7841,CC1=CC=CC=C1CO
7842,NC1=NC(=CC=C1)N
7843,NC1=CC=CN=C1N
7844,CCCCCCCCCCCCCCCCCC(=O)OC=C
7845,CC1=CNC(=O)N=C1N
7846,CCC(CC=C)(C(=O)NC(N)=O)C(=O)OC
7847,OCC(O)C(O)C(O)C(=O)CO
7848,NC1=CNC(=O)NC1=O
7849,N#CC1=C(C=CC=C1)C#N
7850,CN(C)C(CSC(N)=O)CSC(N)=O
7851,O=CC(=O)C1=CC=CC=C1
7852,OC(=O)C1=CC=C(Cl)O1
7853,O=CC1=CC=CC=C1C=O
7854,CCCCNC(=O)OCC(C)(CCC)COC(N)=O
7855,OC(=O)CCCC1=CC=CC=C1
7856,O=C1NC(=O)C2(CCCCCC2)C(=O)N1
7857,NCCC1=CC(=C(O)C=C1)O
7858,CCC(=O)NC1=CC=CC=C1
7859,CCCC1(CC)C(=O)NC(=S)NC1=O
7860,CC12CCC3C(CCC4CC(=O)CCC34C)C1CC=C2
7861,CCCCC1(CC=C)C(=O)NC(=O)NC1=O
7862,CC1=C(C)C=C(C=C1)C(O)=O
7863,CC1=CC(=C(C=C1)C(O)=O)C
7864,CC1=CC(=C(C)C=C1)C(O)=O
7865,CNC(=O)C1=CC=C(N)C=C1
7866,OC1=CC=C(C=C1)N=C=S
7867,CCCCC1(CC)C(=O)NC(=S)NC1=O
7868,OC1=CC=CC(=C1)N=C=S
7869,CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2O
7870,CC1C(=O)NC(=O)NC1=O
7871,CC1NC(=O)C(C)NC1=O
7872,CC(C)C1=CC2=CCC3C(C)(CCCC3(C)C(O)=O)C2CC1
7873,OC(=O)C(=O)C1=CC=CC=C1
7874,CC12CCC(O)CC1CCC3C4CCC(=O)C4(C)CC(O)C23
7875,OC(=O)C1=CC(=CC=C1)C#N
7876,CNC(=O)NC(=O)C(C)(C(=O)OC)C1=CCCCC1
7877,CCCCCC1(CC)C(=O)NC(=S)NC1=O
7878,OCNC(=S)C1=CC=CC=C1
7879,OC(=O)CCCNC(=O)N[C]12C[CH]3[CH2]C([CH2][CH](C3)C1)C2
7880,CC1=CC=CC(=C1O)C(O)=O
7881,CC1=CC=CC(=C1C(O)=O)O
7882,CNC(=O)C(C)SCCS[P](=O)(OC)OC
7883,OC(=O)C1=C(Br)C=CO1
7884,CN(C)C1=C(C)N=C(Cl)N=C1
7885,CCCCCCC1(CC)C(=O)NC(=S)NC1=O
