,selfies,Solubility
7942,[Cl][C][=C][C][=Branch1][#Branch2][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][Cl][Cl][O][C][=C][Branch1][C][Cl][C][=Branch1][N][=C][Branch1][C][Cl][C][=Branch1][Ring2][=C][Ring1][Branch2][Cl][Cl],-9.54
7943,[C][C][C][=C][C][=C][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][=C][Ring1][=C][C][Ring1][P][=C][C][=C][Ring1][=Branch1],-2.97
7944,[C][C][Branch1][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],-4.3
7945,[C][S][C][=C][C][=C][O][C][=C][Branch1][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][O][=O][C][=Branch1][C][=O][C][Ring1][=C][=C][Ring2][Ring1][C],-5.32
7946,[O][C][=Branch1][C][=O][C][C][C][=N][C][=Branch1][#C][=C][Branch1][Ring2][O][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],-2.24
7947,[C][C][=Branch1][C][=O][N][C][=C][Branch1][C][I][C][=C][Branch1][C][I][C][=Branch1][Branch1][=C][Ring1][Branch2][I][C][Branch1][C][O][=O],-2.64
7948,[Cl][C][=C][C][=C][Branch2][Ring1][#Branch1][O][C][=C][Branch1][C][Cl][C][=Branch1][=N][=C][Branch1][C][Cl][C][=Branch1][Branch1][=C][Ring1][Branch2][Cl][Cl][Cl][C][=Branch1][Branch1][=C][Ring2][Ring1][C][Cl],-9.64
7949,[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][C][N][Branch1][C][C][C][C][C][=C][Branch1][C][Br][NH1][C][=C][Ring1][=Branch1][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Ring1][=N][=C][Ring2][Ring1][C],-4.38
7950,[O][=C][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][P][C][=C][C][=C][Ring1][=Branch1],-3.85
7951,[O][C][=C][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][C][=C][Branch1][Ring2][O][Ring1][#Branch2][C][=C][C][=Branch1][=Branch2][=C][Branch1][C][O][C][=C][Ring1][#Branch1][O],-3.61
7952,[C][C][C][C][=C][Branch1][C][O][N][N][Branch1][Branch1][C][Ring1][=Branch1][=O][C][=C][C][=Branch1][#C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][N][N][Branch1][C][C][C][C],-3.63
7953,[C][C][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Ring1][S],-7.52
7954,[C][O][C][=C][Branch2][Ring2][C][N][C][Branch1][Branch1][S][C][Ring1][=Branch1][C][Branch2][Ring1][C][N][C][=Branch1][C][=O][C][Branch1][C][N][C][=C][C][C][=C][C][Ring1][=Branch1][C][Ring1][P][=O][C][Branch1][C][O][=O],-1.89
7955,[C][N][C][C][=Branch1][C][=O][N][C][=C][Branch2][Ring1][Ring2][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][SH0][Branch1][C][N][=Branch1][C][=O][=O][SH0][Branch1][C][N][=Branch1][C][=O][=O],-1.27
7956,[C][C][=C][C][=C][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring2][Ring1][Ring1][Ring1][#Branch1],-7.44
7957,[C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][C][Branch1][O][C][=Branch1][C][=O][O][C][Branch1][C][C][C][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][Branch1][C][O-1][=O],-4.29
7958,[C][C][N][C][=C][C][=Branch1][=Branch1][=N][C][Ring1][=Branch1][=O][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][=C][Ring1][#Branch2],-2.71
7959,[C][C][C][=N][N][=C][Branch2][Ring1][=Branch2][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][=C][Ring1][#Branch2][S][Ring2][Ring1][Ring1],-3.4
7960,[C][C][O][PH0][=Branch1][C][=O][Branch1][Ring2][O][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][N][=C][Branch1][C][Cl][C][=Branch1][C][=O][O][Ring1][#Branch2][C],-3.18
7961,[C][N][Branch1][C][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][O][C][NH0][C][=N][C][=C][Ring1][Branch1][N][=C][Branch1][C][N][N][C][Ring1][#Branch1][=O],-2.47
7962,[O][C][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][O][C][N][C][=Branch1][C][=O][N][C][Branch1][Branch1][C][Ring1][=Branch1][=O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],-2.21
7963,[C][C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][Branch1][C][N][=O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],-2.42
7964,[C][C][C][C][C][C][=C][C][=C][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][C][=C][Ring1][=C][C][=C][C][=C][Ring1][=Branch1],-8.57
7965,[Cl][C][=C][C][=Branch1][=N][=C][Branch1][C][Cl][C][=Branch1][Branch1][=C][Ring1][#Branch1][Cl][Cl][O][C][=C][C][=Branch1][=N][=C][Branch1][C][Cl][C][=Branch1][Branch1][=C][Ring1][#Branch1][Cl][Cl][Cl],-10.1
7966,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][N][C][=Branch1][C][=O][N][C][Branch1][Branch1][C][Ring1][=Branch1][=O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],-6.52
7967,[N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Br][N+1][Branch1][C][O-1][=O],-4.78
7968,[C][SH0][=Branch1][C][=O][C][=C][C][=C][O][C][=C][Branch1][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][O][=O][C][=Branch1][C][=O][C][Ring1][=C][=C][Ring2][Ring1][C],-5.02
7969,[C][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][O][C][=C][Ring1][Branch1][C][C][Branch1][C][O][=O],-5.51
7970,[C][O][C][=N][C][=Branch2][Ring1][=C][=N][C][=Branch1][Ring2][=N][Ring1][=Branch1][N][C][=Branch1][C][=O][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C],-1.71
7971,[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=N][N][=C][Branch1][P][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][#C],-2.9
7972,[Cl][C][=C][C][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][=Branch1][Cl][Cl][C][=C][Branch1][Ring2][O][Ring1][=Branch2][C][=Branch1][N][=C][Branch1][C][Cl][C][=Branch1][Ring2][=C][Ring1][Branch2][Cl][Cl],-10.3
7973,[O][C][=C][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][C][=Branch2][Ring1][Branch1][=C][Branch1][Ring2][O][Ring1][#Branch2][C][=C][C][=C][Branch1][C][O][C][=Branch1][Ring2][=C][Ring1][#Branch1][O][O],-1.99
7974,[Cl][C][=C][C][=Branch2][Ring2][Ring1][=C][Branch2][Ring1][#Branch2][C][O][C][Branch1][=Branch2][C][NH0][C][=C][N][=C][Ring1][Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][C][=C][Ring2][Ring1][#Branch1][Cl],-5.08
7975,[C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][Branch2][Ring1][=Branch2][N][=C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring1][#Branch2][=N][Ring1][=C][C][Ring2][Ring1][Ring2][=O],-3.31
7976,[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=N][N][=C][Branch2][Ring1][C][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][S],-2.7
7977,[C][O][C][=Branch1][C][=O][\C][=Branch1][#Branch2][=C][\C][=C][C][=C][C][=C][Ring1][=Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][Branch1][C][O-1][=O],-4.57
7978,[C][C][Branch1][C][O][C][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Branch1][Ring2][O][Ring1][=C][C][=C][Branch1][=Branch1][O][C][Ring1][#Branch1][=O][C][=C][C][=C][Ring1][=Branch2],-5.84
7979,[C][C][=C][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][SH0][Branch1][C][N][=Branch1][C][=O][=O][C][=Branch1][Branch1][=N][O][Ring1][#C][C][=C][C][=C][C][=C][Ring1][=Branch1],-4.52
7980,[N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][=C][Branch1][Ring2][S][Ring1][#Branch1][SH0][Branch1][C][N][=Branch1][C][=O][=O],-1.3
7981,[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][=N][N][=C][Branch1][Ring2][S][Ring1][Branch1][SH0][Branch1][C][N][=Branch1][C][=O][=O],-1.22
7982,[C][C][C][C][N][C][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=N][C][Branch1][C][O][=O][SH0][Branch1][C][N][=Branch1][C][=O][=O],-3.56
7983,[O][C][C][Branch1][C][O][C][O][C][=Branch1][C][=O][C][=C][Branch2][Ring1][Ring1][N][C][=C][C][=C][C][=Branch1][#Branch2][=C][C][Ring1][=Branch1][=N][C][=C][Ring1][#Branch2][Cl][C][=C][C][=C][Ring2][Ring1][C],-4.54
7984,[N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][=N][N][=C][Branch1][Ring2][S][Ring1][Branch1][SH0][Branch1][C][N][=Branch1][C][=O][=O],-1.5
7985,[C][C][C][Branch1][=Branch2][/C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Branch1][=Branch2][\C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][=Branch2][O][C][C][N][Branch1][C][C][C][C][=C][Ring1][N],-8.49
7986,[N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][=N][N][=C][Branch1][Ring2][S][Ring1][Branch1][SH0][Branch1][C][N][=Branch1][C][=O][=O],-1.54
7987,[C][C][C][N][Branch1][Ring2][C][C][C][C][=C][Branch2][Ring1][O][C][=C][Branch1][#Branch2][C][=C][Ring1][=Branch1][N+1][Branch1][C][O-1][=O][SH0][=Branch1][C][=O][=Branch1][C][=O][N][=SH0][Branch1][C][C][C][N+1][Branch1][C][O-1][=O],-4.86
7988,[C][C][Branch1][C][C][S][C][C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C][Branch1][C][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][Ring1][P][C][Ring2][Ring1][Branch1][C][=N][N][=N][NH1][Ring1][Branch1],-1.57
7989,[C][C][C][N][Branch1][Ring2][C][C][C][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][O][C][NH0][C][=N][C][=C][Ring1][Branch1][N][=C][Branch1][C][N][N][C][Ring1][#Branch1][=O],-0.35
7990,[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=N][N][=C][Branch2][Ring1][Ring2][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][S][Ring1][S],-2.01
7991,[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][N][C][N][C][=Branch1][C][=S][N][C][Branch1][=N][C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][=O][C][=C][Ring2][Ring1][#Branch1],-1.29
7992,[C][N][N][=C][Branch2][Ring1][=Branch1][S][C][Ring1][Branch1][=N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][SH0][Branch1][C][N][=Branch1][C][=O][=O],-2.48
7993,[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][=N][N][=C][Branch1][Ring2][S][Ring1][Branch1][SH0][Branch1][C][N][=Branch1][C][=O][=O],-2.25
7994,[C][O][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][C][=Branch2][Ring1][=N][=N][C][=Branch1][Ring2][=N][Ring1][#Branch2][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][O][Ring1][Branch1][N],-5.09
7995,[C][N][N][=C][Branch2][Ring1][Branch2][S][C][Ring1][Branch1][=N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][SH0][Branch1][C][N][=Branch1][C][=O][=O],-2.84
7996,[C][O][C][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][O][C][=Branch1][C][=O][C][Branch1][C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-3.75
7997,[O][C][C][O][C][O][C][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][#Branch1][O][C][Ring1][Branch2][C][O][O][C][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][#Branch1][O][C][Ring1][Branch2][C][O][O][C][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][#Branch1][O][C][Ring1][Branch2][C][O][O][C][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][#Branch1][O][C][Ring1][Branch2][C][O][O][C][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][#Branch1][O][C][Ring1][Branch2][C][O][O][C][Ring2][Branch1][N][C][Branch1][C][O][C][Ring2][Branch1][=N][O],-0.91
7998,[N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][=N][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C],-4.8
7999,[C][C][N][Branch2][Ring1][P][C][C][C][Branch1][C][C][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][Ring1][=Branch2][C][=C][Branch1][Ring2][S][Ring1][Branch1][SH0][Branch1][C][N][=Branch1][C][=O][=O][C][=Branch1][C][=O][C][N][C],-1.21
8000,[C][N][N][=C][Branch2][Ring1][Branch2][S][C][Ring1][Branch1][=N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][SH0][Branch1][C][N][=Branch1][C][=O][=O],-2.5
8001,[C][C][C][C][C][C][Branch1][S][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][O][Ring1][#Branch1][C][Ring1][#C][C][C][C][Ring2][Ring1][C][Branch2][Ring1][Branch2][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][#C],-8.11
8002,[C][N][N][=C][Branch2][Ring1][Branch2][S][C][Ring1][Branch1][=N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][SH0][Branch1][C][N][=Branch1][C][=O][=O],-2.45
8003,[C][C][=C][C][=Branch2][Ring2][Ring2][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][=N][N][=C][Branch1][Ring2][S][Ring1][Branch1][SH0][Branch1][C][N][=Branch1][C][=O][=O][C],-2.7
8004,[C][C][C][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][N][C][=Branch1][C][=O][C][=C][C][=Branch1][=Branch2][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][SH0][Branch1][C][N][=Branch1][C][=O][=O],-3.79
8005,[C][C][C][Branch2][Ring1][P][N][C][=Branch1][C][=O][C][=Branch1][#C][=N][\O][C][Branch1][C][C][Branch1][C][C][C][Branch1][C][O][=O][/C][=C][S][C][=Branch1][Ring2][=N][Ring1][Branch1][N][C][=Branch1][C][=O][N][Ring2][Ring1][#Branch1][SH0][Branch1][C][O][=Branch1][C][=O][=O],-1.64
8006,[C][O][C][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][Branch1][C][C][C][=Branch1][C][=O][O][C][Branch1][C][C][O][C][=Branch1][C][=O][C][Branch1][C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-3.5
8007,[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=N][N][=C][Branch2][Ring1][Ring2][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][S][Ring1][S],-2.13
8008,[C][N][N][=C][Branch2][Ring1][Branch2][S][C][Ring1][Branch1][=N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][SH0][Branch1][C][N][=Branch1][C][=O][=O],-2.44
8009,[C][C][=Branch1][C][=O][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][/C][=C][/C][=C][C][=Branch2][Ring1][#Branch2][=C][Branch2][Ring1][C][S][C][=C][C][=C][Branch1][#Branch1][O][C][C][O][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][=C][Ring1][P][Cl],-2.05
8010,[C][O][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][C][=Branch1][=Branch1][=N][C][=N][Ring1][#Branch2][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=S][N][C][C][=C][C][=C][O][Ring1][Branch1],-5.63
8011,[C][O][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][C][=Branch1][=Branch1][=N][C][=N][Ring1][#Branch2][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][S][C][=C][Ring1][Branch1],-5.3
8012,[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][=N][C][=Branch1][=Branch1][=N][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][=Branch1],-1.27
8013,[C][C][=Branch1][C][=O][N][C][=C][Branch1][C][I][C][=Branch1][P][=C][Branch1][C][I][C][=Branch1][Branch1][=C][Ring1][Branch2][I][C][Branch1][C][O][=O][N][C][Branch1][C][C][=O],-2.01
8014,[C][C][C][C][C][C][Branch1][S][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][O][Ring1][#Branch1][C][Ring1][#C][C][C][C][Ring2][Ring1][C][Branch2][Ring1][=Branch2][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N][C][#C],-6.84
8015,[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][N][=C][S][C][=Branch1][=Branch1][=N][N][Ring1][Branch1][C][SH0][Branch1][C][N][=Branch1][C][=O][=O],-2.76
8016,[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=N][N][=C][Branch2][Ring1][Branch2][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][Branch1][C][O-1][=O][S][Ring2][Ring1][C],-1.33
8017,[N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][=C][Branch1][C][Cl][C][=Branch2][Ring1][Branch2][=C][Branch1][=N][C][=C][Ring1][#Branch1][SH0][Branch1][C][N][=Branch1][C][=O][=O][SH0][Branch1][C][N][=Branch1][C][=O][=O][Cl],-1.23
8018,[C][N][Branch1][C][C][C][C][C][C][C][C][=C][Branch2][Ring2][=N][C][=C][C][=Branch2][Ring2][=Branch1][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][O][=C][Branch1][C][O][C][Ring1][S][Branch1][C][O][C][=Branch1][C][=O][C][=Branch1][=Branch1][=C][Ring2][Ring1][=Branch1][O][C][Branch1][C][N][=O][O][N][Branch1][C][C][C],-0.94
8019,[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=N][N][=C][Branch2][Ring1][Branch2][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][N+1][Branch1][C][O-1][=O][S][Ring2][Ring1][C],-1.46
8020,[C][C][Branch1][C][C][C][=C][Branch2][Ring2][O][S][C][=C][Branch2][Ring1][S][C][=C][Branch2][Ring1][=Branch1][\C][=C][\C][=Branch1][C][=O][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][C][C][=O][C][=C][Ring2][Ring1][Ring1][N+1][Branch1][C][O-1][=O][C][=C][C][=C][Ring2][Ring1][=N],-2.7
8021,[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=N][N][=C][Branch2][Ring1][Branch2][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][=O][S][Ring2][Ring1][C],-2.32
8022,[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][=N][N][=C][Branch1][Ring2][S][Ring1][Branch1][SH0][Branch1][C][N][=Branch1][C][=O][=O],-1.62
8023,[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=N][N][=C][Branch2][Ring1][Branch2][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][N+1][Branch1][C][O-1][=O][S][Ring2][Ring1][C],-1.82
8024,[C][C][=Branch1][C][=O][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][/C][=C][/C][=C][C][=Branch2][Ring1][Branch2][=C][Branch1][P][S][C][=C][C][=C][Branch1][=Branch1][NH1][C][=C][Ring1][Branch1][C][=C][Ring1][=Branch2][C][=C][Ring1][S][Cl],-2.74
8025,[C][N][N][=C][Branch2][Ring1][N][S][C][Ring1][Branch1][=N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][Branch1][C][C][C][=C][Branch1][C][C][C][=C][Ring1][Branch2][C][SH0][Branch1][C][N][=Branch1][C][=O][=O],-3.0
8026,[C][O][C][=N][C][=Branch1][#Branch2][=N][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][N][C][=Branch1][C][=O][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=N][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C],-3.97
8027,[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=N][N][=C][Branch2][Ring1][Ring2][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][I][C][=C][Ring1][#Branch1][S][Ring1][S],-2.2
8028,[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][Branch2][C][C][N][Branch1][C][C][C][C][=Branch1][C][=O][C][Ring1][P][O][C][Branch1][C][C][=O],-2.95
8029,[C][N][N][=C][Branch2][Ring1][Branch2][S][C][Ring1][Branch1][=N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][SH0][Branch1][C][N][=Branch1][C][=O][=O],-2.51
8030,[C][O][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][C][=C][S][Ring1][Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][=N][C][=Branch1][#Branch2][=N][C][=Branch1][Ring2][=N][Ring1][=Branch1][O][C][O][C],-3.19
8031,[C][N][C][C][C][Branch1][Branch2][C][Branch1][C][O][C][Ring1][#Branch1][C][=C][Branch1][C][O][C][=C][Branch1][C][O][C][=C][Ring1][Branch2][O][C][=Branch1][=Branch1][=C][C][Ring1][=Branch1][=O][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1],-4.26
8032,[C][N][C][=Branch2][Ring1][Branch1][=C][Branch1][C][O][C][=C][Branch1][=Branch1][C][=C][S][Ring1][Branch1][SH0][Ring1][#Branch2][=Branch1][C][=O][=O][C][=Branch1][C][=O][N][C][=N][C][=C][C][=C][Ring1][=Branch1],-3.88
8033,[N][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][=N][N][=C][Branch1][Ring2][S][Ring1][Branch1][SH0][Branch1][C][N][=Branch1][C][=O][=O],-1.19
