,smiles,carbons,nitrogens,oxygens,hydrogens
113994,OCC1COC1CC=O,6,0,3,10
113995,OCC1OCC1CC=O,6,0,3,10
113996,OCC1OCC1NC=O,5,1,3,9
113997,OCC1OCC1OC=N,5,1,3,9
113998,OCC1OCC1OC=O,5,0,4,8
113999,CC12CC1C(CO)CC2,8,0,1,14
114000,CC12CC1C(CO)CO2,7,0,2,12
114001,CC12CC1C(CO)OC2,7,0,2,12
114002,CC12CCC(CO)C1N2,7,1,1,13
114003,CC12CCC(CO)C1O2,7,0,2,12
114004,CC12CN1C(CO)CC2,7,1,1,13
114005,CC12COC(CO)C1N2,6,1,2,11
114006,CC12COC(CO)C1O2,6,0,3,10
114007,CCC1CCC2(C)CC12,9,0,0,16
114008,CCC1CCC2(C)OC12,8,0,1,14
114009,CCC1CCC2(O)CC12,8,0,1,14
114010,CCC1COC2(C)CC12,8,0,1,14
114011,CCC1OCC2(C)CC12,8,0,1,14
114012,CCC1OCC2(C)NC12,7,1,1,13
114013,CCC1OCC2(C)OC12,7,0,2,12
114014,CCC1OCC2(O)CC12,7,0,2,12
114015,COC1CCC2(C)CC12,8,0,1,14
114016,COC1CCC2(C)NC12,7,1,1,13
114017,COC1CCC2(C)OC12,7,0,2,12
114018,COC1CCC2(O)CC12,7,0,2,12
114019,COC1COC2(C)CC12,7,0,2,12
114020,COC1OCC2(C)CC12,7,0,2,12
114021,COC1OCC2(C)NC12,6,1,2,11
114022,COC1OCC2(C)OC12,6,0,3,10
114023,COC1OCC2(O)CC12,6,0,3,10
114024,OCC1CCC2(O)CC12,7,0,2,12
114025,OCC1OCC2(O)CC12,6,0,3,10
114026,CCC1CC2(CC2)CO1,8,0,1,14
114027,CCC1CC2(CN2)CO1,7,1,1,13
114028,CCC1CC2(CO2)CO1,7,0,2,12
114029,CCC1CCC2(CC2)C1,9,0,0,16
114030,CCC1CCC2(CC2)O1,8,0,1,14
114031,CCC1CCC2(CO2)C1,8,0,1,14
114032,CCC1COC2(CC2)C1,8,0,1,14
114033,CCC1OCC2(CC2)O1,7,0,2,12
114034,COC1CC2(CC2)CO1,7,0,2,12
114035,COC1CC2(CN2)CO1,6,1,2,11
114036,COC1CC2(CO2)CO1,6,0,3,10
114037,COC1CCC2(CC2)C1,8,0,1,14
114038,COC1CCC2(CC2)O1,7,0,2,12
114039,COC1CCC2(CO2)C1,7,0,2,12
114040,COC1COC2(CC2)C1,7,0,2,12
114041,OCC1CC2(CC2)CO1,7,0,2,12
114042,OCC1CC2(CN2)CO1,6,1,2,11
114043,OCC1CC2(CO2)CO1,6,0,3,10
114044,OCC1CCC2(CC2)C1,8,0,1,14
114045,OCC1CCC2(CC2)O1,7,0,2,12
114046,OCC1CCC2(CO2)C1,7,0,2,12
114047,OCC1COC2(CC2)C1,7,0,2,12
114048,OCC1OCC2(CC2)O1,6,0,3,10
114049,CC1C2C(CO)CCN12,7,1,1,13
114050,CC1C2CCC(CO)C12,8,0,1,14
114051,CC1C2CCC(CO)N12,7,1,1,13
114052,CC1C2COC(CO)C12,7,0,2,12
114053,CC1C2OCC(CO)C12,7,0,2,12
114054,CCC1CCC2C(C)C12,9,0,0,16
114055,CCC1CCC2C(O)C12,8,0,1,14
114056,CCC1COC2C(C)C12,8,0,1,14
114057,CCC1COC2C(O)C12,7,0,2,12
114058,CCC1OCC2C(C)C12,8,0,1,14
114059,CCC1OCC2C(O)C12,7,0,2,12
114060,CCC1OCC2C1N2C,7,1,1,13
114061,CN1C2CCC(CO)C12,7,1,1,13
114062,CN1C2COC(CO)C12,6,1,2,11
114063,COC1CCC2C(C)C12,8,0,1,14
114064,COC1CCC2C(O)C12,7,0,2,12
114065,COC1CCC2C1N2C,7,1,1,13
114066,COC1CCN2C(C)C12,7,1,1,13
114067,COC1COC2C(C)C12,7,0,2,12
114068,COC1COC2C(O)C12,6,0,3,10
114069,COC1OCC2C(C)C12,7,0,2,12
114070,COC1OCC2C(O)C12,6,0,3,10
114071,COC1OCC2C1N2C,6,1,2,11
114072,OCC1CCC2C(O)C12,7,0,2,12
114073,OCC1COC2C(O)C12,6,0,3,10
114074,OCC1OCC2C(O)C12,6,0,3,10
114075,CC12CC1CCC2CO,8,0,1,14
114076,CC12CC1COC2CO,7,0,2,12
114077,CC12CC1OCC2CO,7,0,2,12
114078,CC12CN1CCC2CO,7,1,1,13
114079,CC12NC1CCC2CO,7,1,1,13
114080,CC12NC1COC2CO,6,1,2,11
114081,CC12OC1CCC2CO,7,0,2,12
114082,CC12OC1COC2CO,6,0,3,10
114083,CCC1CCC2CC12C,9,0,0,16
114084,CCC1CCC2CC12O,8,0,1,14
114085,CCC1CCC2OC12C,8,0,1,14
114086,CCC1COC2CC12C,8,0,1,14
114087,CCC1COC2CC12O,7,0,2,12
114088,CCC1OCC2CC12C,8,0,1,14
114089,CCC1OCC2CC12O,7,0,2,12
114090,CCC1OCC2NC12C,7,1,1,13
114091,CCC1OCC2OC12C,7,0,2,12
114092,COC1CCC2CC12C,8,0,1,14
114093,COC1CCC2CC12O,7,0,2,12
114094,COC1CCC2NC12C,7,1,1,13
114095,COC1CCC2OC12C,7,0,2,12
114096,COC1CCN2CC12C,7,1,1,13
114097,COC1COC2CC12C,7,0,2,12
114098,COC1COC2CC12O,6,0,3,10
114099,COC1OCC2CC12C,7,0,2,12
114100,COC1OCC2CC12O,6,0,3,10
114101,COC1OCC2NC12C,6,1,2,11
114102,COC1OCC2OC12C,6,0,3,10
114103,OCC1CCC2CC12O,7,0,2,12
114104,OCC1COC2CC12O,6,0,3,10
114105,OCC1OCC2CC12O,6,0,3,10
114106,CCC1CCC2CC1C2,9,0,0,16
114107,CCC1CCC2CC1O2,8,0,1,14
114108,CCC1COC2CC1C2,8,0,1,14
114109,CCC1COC2CN1C2,7,1,1,13
114110,CCC1OCC2CC1C2,8,0,1,14
114111,CCC1OCC2CC1O2,7,0,2,12
114112,COC1CCC2CC1C2,8,0,1,14
114113,COC1CCC2CC1O2,7,0,2,12
114114,COC1COC2CC1C2,7,0,2,12
114115,COC1OCC2CC1C2,7,0,2,12
114116,COC1OCC2CC1O2,6,0,3,10
114117,OCC1CCC2CC1C2,8,0,1,14
114118,OCC1CCC2CC1O2,7,0,2,12
114119,OCC1COC2CC1C2,7,0,2,12
114120,OCC1COC2CN1C2,6,1,2,11
114121,OCC1OCC2CC1C2,7,0,2,12
114122,OCC1OCC2CC1O2,6,0,3,10
114123,CCC1CC2CC2CO1,8,0,1,14
114124,CCC1CC2NC2CO1,7,1,1,13
114125,CCC1CC2OC2CO1,7,0,2,12
114126,CCC1CCC2CC2C1,9,0,0,16
114127,CCC1CCC2CC2O1,8,0,1,14
114128,CCC1CCC2OC2C1,8,0,1,14
114129,CCC1CN2CC2CO1,7,1,1,13
114130,CCC1COC2CC2C1,8,0,1,14
114131,CCC1COC2CC2O1,7,0,2,12
114132,CCC1OCC2CC2O1,7,0,2,12
114133,COC1CC2CC2CO1,7,0,2,12
114134,COC1CC2NC2CO1,6,1,2,11
114135,COC1CC2OC2CO1,6,0,3,10
114136,COC1CCC2CC2C1,8,0,1,14
114137,COC1CCC2CC2O1,7,0,2,12
114138,COC1CCC2CN2C1,7,1,1,13
114139,COC1CCC2OC2C1,7,0,2,12
114140,COC1CN2CC2CO1,6,1,2,11
114141,COC1CNC2CC2O1,6,1,2,11
114142,COC1COC2CC2C1,7,0,2,12
114143,COC1COC2CC2O1,6,0,3,10
114144,OCC1CC2CC2CO1,7,0,2,12
114145,OCC1CC2NC2CO1,6,1,2,11
114146,OCC1CC2OC2CO1,6,0,3,10
114147,OCC1CCC2CC2C1,8,0,1,14
114148,OCC1CCC2CC2O1,7,0,2,12
114149,OCC1CCC2CN2C1,7,1,1,13
114150,OCC1CCC2OC2C1,7,0,2,12
114151,OCC1CCN2CC2C1,7,1,1,13
114152,OCC1CN2CC2CO1,6,1,2,11
114153,OCC1COC2CC2C1,7,0,2,12
114154,OCC1COC2CC2O1,6,0,3,10
114155,OCC1OCC2CC2O1,6,0,3,10
114156,CCC1CCC2CCC12,9,0,0,16
114157,CCC1CCC2COC12,8,0,1,14
114158,CCC1CCC2OCC12,8,0,1,14
114159,CCC1COC2CCC12,8,0,1,14
114160,CCC1COC2COC12,7,0,2,12
114161,CCC1OCC2CCC12,8,0,1,14
114162,CCC1OCC2COC12,7,0,2,12
114163,CCC1OCC2OCC12,7,0,2,12
114164,COC1CCC2CCC12,8,0,1,14
114165,COC1CCC2COC12,7,0,2,12
114166,COC1CCC2OCC12,7,0,2,12
114167,COC1COC2CCC12,7,0,2,12
114168,COC1COC2COC12,6,0,3,10
114169,COC1OCC2CCC12,7,0,2,12
114170,COC1OCC2COC12,6,0,3,10
114171,COC1OCC2OCC12,6,0,3,10
114172,OCC1CCC2CCC12,8,0,1,14
114173,OCC1CCC2COC12,7,0,2,12
114174,OCC1CCC2OCC12,7,0,2,12
114175,OCC1COC2CCC12,7,0,2,12
114176,OCC1COC2COC12,6,0,3,10
114177,OCC1OCC2CCC12,7,0,2,12
114178,OCC1OCC2COC12,6,0,3,10
114179,OCC1OCC2OCC12,6,0,3,10
114180,CC1=CCCC(CO)C1,8,0,1,14
114181,CC1=CCOC(CO)C1,7,0,2,12
114182,CC1=NCCC(CO)O1,6,1,2,11
114183,CCC1CC(C)=CCO1,8,0,1,14
114184,CCC1CCC=C(C)C1,9,0,0,16
114185,CCC1CCN=C(C)O1,7,1,1,13
114186,COC1CC(C)=CCO1,7,0,2,12
114187,COC1CCC=C(C)C1,8,0,1,14
114188,COC1CCN=C(C)O1,6,1,2,11
114189,CCC1CCC=C1C#C,9,0,0,12
114190,CCC1CCC=C1C#N,8,1,0,11
114191,CCC1OCC=C1C#C,8,0,1,10
114192,CCC1OCC=C1C#N,7,1,1,9
114193,CCN1CCN=C1C#N,6,3,0,9
114194,CNC1CCC=C1C#N,7,2,0,10
114195,COC1CCC=C1C#C,8,0,1,10
114196,COC1CCC=C1C#N,7,1,1,9
114197,COC1OCC=C1C#C,7,0,2,8
114198,COC1OCC=C1C#N,6,1,2,7
114199,OCC1CCC=C1C#C,8,0,1,10
114200,OCC1CCC=C1C#N,7,1,1,9
114201,OCC1OCC=C1C#C,7,0,2,8
114202,OCC1OCC=C1C#N,6,1,2,7
114203,CCC1CCC=C1C=O,8,0,1,12
114204,CCC1CNC=C1C=O,7,1,1,11
114205,CCC1OCC=C1C=O,7,0,2,10
114206,CCN1CCN=C1C=O,6,2,1,10
114207,COC1CCC=C1C=O,7,0,2,10
114208,COC1CNC=C1C=O,6,1,2,9
114209,COC1OCC=C1C=O,6,0,3,8
114210,OCC1CCC=C1C=O,7,0,2,10
114211,OCC1CNC=C1C=O,6,1,2,9
114212,OCC1OCC=C1C=O,6,0,3,8
114213,CCC1=CCCC1CO,8,0,1,14
114214,CCC1=CCCC1OC,8,0,1,14
114215,CCC1=CCOC1CO,7,0,2,12
114216,CCC1=CCOC1OC,7,0,2,12
114217,CCC1CCC=C1CC,9,0,0,16
114218,CCC1CCC=C1CO,8,0,1,14
114219,CCC1CCN=C1OC,7,1,1,13
114220,CCC1OCC=C1CC,8,0,1,14
114221,CCC1OCC=C1CO,7,0,2,12
114222,CCN1CCN=C1OC,6,2,1,12
114223,COC1=NCCC1CO,6,1,2,11
114224,COC1CCC=C1CO,7,0,2,12
114225,COC1CCN=C1OC,6,1,2,11
114226,COC1OCC=C1CO,6,0,3,10
114227,OCC1CCC=C1CO,7,0,2,12
114228,OCC1OCC=C1CO,6,0,3,10
114229,CCC1CCC=CC1=O,8,0,1,12
114230,CCC1CNC=CC1=O,7,1,1,11
114231,CCC1NCC=CC1=O,7,1,1,11
114232,CCC1OCC=CC1=O,7,0,2,10
114233,CCN1CCC=CC1=O,7,1,1,11
114234,COC1CCC=CC1=O,7,0,2,10
114235,COC1CNC=CC1=O,6,1,2,9
114236,COC1OCC=CC1=O,6,0,3,8
114237,OCC1CCC=CC1=O,7,0,2,10
114238,OCC1CNC=CC1=O,6,1,2,9
114239,OCC1NCC=CC1=O,6,1,2,9
114240,OCC1OCC=CC1=O,6,0,3,8
114241,CC1C=CCCC1CO,8,0,1,14
114242,CC1C=CCOC1CO,7,0,2,12
114243,CC1N=COCC1CO,6,1,2,11
114244,CCC1CCC=CC1C,9,0,0,16
114245,CCC1CCC=CC1O,8,0,1,14
114246,CCC1COC=NC1C,7,1,1,13
114247,CCC1OCC=CC1C,8,0,1,14
114248,CCC1OCC=CC1O,7,0,2,12
114249,COC1CCC=CC1C,8,0,1,14
114250,COC1CCC=CC1O,7,0,2,12
114251,COC1COC=NC1C,6,1,2,11
114252,COC1OCC=CC1C,7,0,2,12
114253,COC1OCC=CC1O,6,0,3,10
114254,OCC1CCC=CC1O,7,0,2,12
114255,OCC1OCC=CC1O,6,0,3,10
114256,CCC1CCC=CC=C1,9,0,0,14
114257,CCC1OCC=CC=C1,8,0,1,12
114258,COC1CCC=CC=C1,8,0,1,12
114259,COC1OCC=CC=C1,7,0,2,10
114260,OCC1CCC=CC=C1,8,0,1,12
114261,OCC1OCC=CC=C1,7,0,2,10
114262,CCC1CCC=CCC1,9,0,0,16
114263,CCC1CCC=CCO1,8,0,1,14
114264,CCC1CCN=COC1,7,1,1,13
114265,CCC1OCC=CCO1,7,0,2,12
114266,COC1CCC=CCC1,8,0,1,14
114267,COC1CCC=CCO1,7,0,2,12
114268,COC1CCN=COC1,6,1,2,11
114269,OCC1CCC=CCC1,8,0,1,14
114270,OCC1CCC=CCO1,7,0,2,12
114271,OCC1CCN=COC1,6,1,2,11
114272,OCC1OCC=CCO1,6,0,3,10
114273,CCC1CC(=N)OCO1,6,1,2,11
114274,CCC1CC(=O)CCO1,7,0,2,12
114275,CCC1CC(=O)OCO1,6,0,3,10
114276,CCC1CCCC(=N)O1,7,1,1,13
114277,CCC1CCCC(=O)C1,8,0,1,14
114278,CCC1CCCC(=O)N1,7,1,1,13
114279,CCC1CCCC(=O)O1,7,0,2,12
114280,CCC1CCNC(=O)C1,7,1,1,13
114281,CCC1CCNC(=O)N1,6,2,1,12
114282,CCC1CCNC(=O)O1,6,1,2,11
114283,CCC1CCOC(=N)C1,7,1,1,13
114284,CCC1CCOC(=N)O1,6,1,2,11
114285,CCC1CCOC(=O)C1,7,0,2,12
114286,CCC1CCOC(=O)N1,6,1,2,11
114287,CCC1CCOC(=O)O1,6,0,3,10
114288,CCC1CNCC(=N)O1,6,2,1,12
114289,CCC1CNCC(=O)C1,7,1,1,13
114290,CCC1CNCC(=O)N1,6,2,1,12
114291,CCC1CNCC(=O)O1,6,1,2,11
114292,CCC1COCC(=N)O1,6,1,2,11
114293,CCC1COCC(=O)C1,7,0,2,12
114294,CCC1COCC(=O)N1,6,1,2,11
114295,CCC1COCC(=O)O1,6,0,3,10
114296,CCC1OCCC(=N)O1,6,1,2,11
114297,CCC1OCCC(=O)O1,6,0,3,10
114298,CCN1CCCC(=O)C1,7,1,1,13
114299,CCN1CCNC(=O)C1,6,2,1,12
114300,CCN1CCOC(=N)C1,6,2,1,12
114301,CCN1CCOC(=O)C1,6,1,2,11
114302,COC1CC(=O)CCO1,6,0,3,10
114303,COC1CCCC(=N)O1,6,1,2,11
114304,COC1CCCC(=O)C1,7,0,2,12
114305,COC1CCCC(=O)O1,6,0,3,10
114306,COC1CCNC(=O)C1,6,1,2,11
114307,COC1CCNC(=O)O1,5,1,3,9
114308,COC1CCOC(=N)C1,6,1,2,11
114309,COC1CCOC(=N)O1,5,1,3,9
114310,COC1CCOC(=O)C1,6,0,3,10
114311,COC1CCOC(=O)O1,5,0,4,8
114312,COC1CNCC(=N)O1,5,2,2,10
114313,COC1CNCC(=O)C1,6,1,2,11
114314,COC1CNCC(=O)O1,5,1,3,9
114315,COC1COCC(=N)O1,5,1,3,9
114316,COC1COCC(=O)C1,6,0,3,10
114317,COC1COCC(=O)O1,5,0,4,8
114318,OCC1CC(=N)OCO1,5,1,3,9
114319,OCC1CC(=O)CCO1,6,0,3,10
114320,OCC1CC(=O)OCO1,5,0,4,8
114321,OCC1CCCC(=N)O1,6,1,2,11
114322,OCC1CCCC(=O)C1,7,0,2,12
114323,OCC1CCCC(=O)N1,6,1,2,11
114324,OCC1CCCC(=O)O1,6,0,3,10
114325,OCC1CCNC(=O)C1,6,1,2,11
114326,OCC1CCNC(=O)N1,5,2,2,10
114327,OCC1CCNC(=O)O1,5,1,3,9
114328,OCC1CCOC(=N)C1,6,1,2,11
114329,OCC1CCOC(=N)O1,5,1,3,9
114330,OCC1CCOC(=O)C1,6,0,3,10
114331,OCC1CCOC(=O)N1,5,1,3,9
114332,OCC1CCOC(=O)O1,5,0,4,8
114333,OCC1CNCC(=N)O1,5,2,2,10
114334,OCC1CNCC(=O)C1,6,1,2,11
114335,OCC1CNCC(=O)N1,5,2,2,10
114336,OCC1CNCC(=O)O1,5,1,3,9
114337,OCC1COCC(=N)O1,5,1,3,9
114338,OCC1COCC(=O)C1,6,0,3,10
114339,OCC1COCC(=O)N1,5,1,3,9
114340,OCC1COCC(=O)O1,5,0,4,8
114341,OCC1OCCC(=N)O1,5,1,3,9
114342,OCC1OCCC(=O)O1,5,0,4,8
114343,CC1=CC(CO)CCC1,8,0,1,14
114344,CC1=CC(CO)COC1,7,0,2,12
114345,CC1=CC(CO)OCC1,7,0,2,12
114346,CC1=NC(CO)CCO1,6,1,2,11
114347,CCC1CCCC(C)=C1,9,0,0,16
114348,CCC1CCOC(C)=N1,7,1,1,13
114349,CCC1COCC(C)=C1,8,0,1,14
114350,CCC1OCCC(C)=C1,8,0,1,14
114351,COC1CCCC(C)=C1,8,0,1,14
114352,COC1COCC(C)=C1,7,0,2,12
114353,COC1OCCC(C)=C1,7,0,2,12
114354,NC1=NC(CO)CCO1,5,2,2,10
114355,NC1=NC(CO)COC1,5,2,2,10
114356,CC1CC(CO)CCO1,7,0,2,14
114357,CC1CC(CO)OCO1,6,0,3,12
114358,CC1CCCC(CO)C1,8,0,1,16
114359,CC1CCCC(CO)O1,7,0,2,14
114360,CC1CCOC(CO)C1,7,0,2,14
114361,CC1CCOC(CO)O1,6,0,3,12
114362,CC1COCC(CO)C1,7,0,2,14
114363,CC1COCC(CO)O1,6,0,3,12
114364,CC1OCCC(CO)O1,6,0,3,12
114365,CCC1CC(C)CCO1,8,0,1,16
114366,CCC1CC(C)OCO1,7,0,2,14
114367,CCC1CC(O)CCO1,7,0,2,14
114368,CCC1CCCC(C)C1,9,0,0,18
114369,CCC1CCCC(C)O1,8,0,1,16
114370,CCC1CCCC(O)C1,8,0,1,16
114371,CCC1CCOC(C)C1,8,0,1,16
114372,CCC1CCOC(C)O1,7,0,2,14
114373,CCC1COCC(C)C1,8,0,1,16
114374,CCC1COCC(C)O1,7,0,2,14
114375,CCC1COCC(O)C1,7,0,2,14
114376,CCC1OCCC(C)O1,7,0,2,14
114377,CN1CCOC(CO)C1,6,1,2,13
114378,COC1CC(C)CCO1,7,0,2,14
114379,COC1CC(O)CCO1,6,0,3,12
114380,COC1CCCC(C)C1,8,0,1,16
114381,COC1CCCC(C)O1,7,0,2,14
114382,COC1CCCC(O)C1,7,0,2,14
114383,COC1CCOC(C)C1,7,0,2,14
114384,COC1CN(C)CCO1,6,1,2,13
114385,COC1COCC(C)C1,7,0,2,14
114386,COC1COCC(C)O1,6,0,3,12
114387,COC1COCC(O)C1,6,0,3,12
114388,OCC1CC(O)CCO1,6,0,3,12
114389,OCC1CCCC(O)C1,7,0,2,14
114390,OCC1COCC(O)C1,6,0,3,12
114391,CC1(C)CCCC1CO,8,0,1,16
114392,CC1(C)CCOC1CO,7,0,2,14
114393,CC1(C)COCC1CO,7,0,2,14
114394,CC1(C)OCCC1CO,7,0,2,14
114395,CC1(C)OCOC1CO,6,0,3,12
114396,CC1(O)CCCC1CO,7,0,2,14
114397,CC1(O)CCOC1CO,6,0,3,12
114398,CC1(O)COCC1CO,6,0,3,12
114399,CCC1CCCC1(C)C,9,0,0,18
114400,CCC1CCCC1(C)O,8,0,1,16
114401,CCC1CCOC1(C)C,8,0,1,16
114402,CCC1COCC1(C)C,8,0,1,16
114403,CCC1COCC1(C)O,7,0,2,14
114404,CCC1OCCC1(C)C,8,0,1,16
114405,CCC1OCCC1(C)O,7,0,2,14
114406,CCC1OCOC1(C)C,7,0,2,14
114407,COC1CCCC1(C)C,8,0,1,16
114408,COC1CCCC1(C)O,7,0,2,14
114409,COC1CCOC1(C)C,7,0,2,14
114410,COC1COCC1(C)C,7,0,2,14
114411,COC1COCC1(C)O,6,0,3,12
114412,COC1OCCC1(C)C,7,0,2,14
114413,COC1OCCC1(C)O,6,0,3,12
114414,CCC1CCCC11CC1,9,0,0,16
114415,CCC1CCCC11CO1,8,0,1,14
114416,CCC1CCOC11CC1,8,0,1,14
114417,CCC1COCC11CC1,8,0,1,14
114418,CCC1COCC11CN1,7,1,1,13
114419,CCC1COCC11CO1,7,0,2,12
114420,CCC1OCCC11CC1,8,0,1,14
114421,CCC1OCCC11CN1,7,1,1,13
114422,CCC1OCCC11CO1,7,0,2,12
114423,CCC1OCOC11CC1,7,0,2,12
114424,COC1CCCC11CC1,8,0,1,14
114425,COC1CCCC11CN1,7,1,1,13
114426,COC1CCCC11CO1,7,0,2,12
114427,COC1CCOC11CC1,7,0,2,12
114428,COC1COCC11CC1,7,0,2,12
114429,COC1COCC11CN1,6,1,2,11
114430,COC1COCC11CO1,6,0,3,10
114431,COC1OCCC11CC1,7,0,2,12
114432,COC1OCCC11CN1,6,1,2,11
114433,COC1OCCC11CO1,6,0,3,10
114434,OCC1CCCC11CC1,8,0,1,14
114435,OCC1CCCC11CO1,7,0,2,12
114436,OCC1CCOC11CC1,7,0,2,12
114437,OCC1COCC11CC1,7,0,2,12
114438,OCC1COCC11CN1,6,1,2,11
114439,OCC1COCC11CO1,6,0,3,10
114440,OCC1OCCC11CC1,7,0,2,12
114441,OCC1OCCC11CN1,6,1,2,11
114442,OCC1OCCC11CO1,6,0,3,10
114443,OCC1OCOC11CC1,6,0,3,10
114444,CCC1CCOC1=NC,7,1,1,13
114445,CCC1OCOC1=NC,6,1,2,11
114446,CN=C1OCCC1CO,6,1,2,11
114447,CN=C1OCOC1CO,5,1,3,9
114448,COC1CCOC1=NC,6,1,2,11
114449,CCC1CCCC1C#C,9,0,0,14
114450,CCC1CCCC1C#N,8,1,0,13
114451,CCC1CCNC1C#N,7,2,0,12
114452,CCC1CCOC1C#C,8,0,1,12
114453,CCC1CCOC1C#N,7,1,1,11
114454,CCC1COCC1C#C,8,0,1,12
114455,CCC1COCC1C#N,7,1,1,11
114456,CCC1OCCC1C#C,8,0,1,12
114457,CCC1OCCC1C#N,7,1,1,11
114458,CCC1OCOC1C#C,7,0,2,10
114459,CCC1OCOC1C#N,6,1,2,9
114460,CCN1CCCC1C#N,7,2,0,12
114461,CNC1CCNC1C#N,6,3,0,11
114462,CNC1CCOC1C#N,6,2,1,10
114463,CNC1COCC1C#N,6,2,1,10
114464,COC1CCCC1C#C,8,0,1,12
114465,COC1CCCC1C#N,7,1,1,11
114466,COC1CCNC1C#N,6,2,1,10
114467,COC1CCOC1C#C,7,0,2,10
114468,COC1CCOC1C#N,6,1,2,9
114469,COC1COCC1C#C,7,0,2,10
114470,COC1COCC1C#N,6,1,2,9
114471,COC1OCCC1C#C,7,0,2,10
114472,COC1OCCC1C#N,6,1,2,9
114473,OCC1CCCC1C#C,8,0,1,12
114474,OCC1CCCC1C#N,7,1,1,11
114475,OCC1CCNC1C#N,6,2,1,10
114476,OCC1CCOC1C#C,7,0,2,10
114477,OCC1CCOC1C#N,6,1,2,9
114478,OCC1COCC1C#C,7,0,2,10
114479,OCC1COCC1C#N,6,1,2,9
114480,OCC1OCCC1C#C,7,0,2,10
114481,OCC1OCCC1C#N,6,1,2,9
114482,OCC1OCOC1C#C,6,0,3,8
114483,OCC1OCOC1C#N,5,1,3,7
114484,CCC1CCCC1C=O,8,0,1,14
114485,CCC1CCCN1C=O,7,1,1,13
114486,CCC1CCOC1C=O,7,0,2,12
114487,CCC1COCC1C=O,7,0,2,12
114488,CCC1OCCC1C=O,7,0,2,12
114489,CCC1OCOC1C=O,6,0,3,10
114490,COC1CCCC1C=O,7,0,2,12
114491,COC1CCOC1C=O,6,0,3,10
114492,COC1COCC1C=O,6,0,3,10
114493,COC1OCCC1C=O,6,0,3,10
114494,OCC1CCCC1C=O,7,0,2,12
114495,OCC1CCCN1C=O,6,1,2,11
114496,OCC1CCOC1C=O,6,0,3,10
114497,OCC1COCC1C=O,6,0,3,10
114498,OCC1OCCC1C=O,6,0,3,10
114499,OCC1OCOC1C=O,5,0,4,8
114500,CCC1CCCC1CC,9,0,0,18
114501,CCC1CCCC1CO,8,0,1,16
114502,CCC1CCCC1OC,8,0,1,16
114503,CCC1CCOC1CC,8,0,1,16
114504,CCC1CCOC1CO,7,0,2,14
114505,CCC1CCOC1OC,7,0,2,14
114506,CCC1COCC1CC,8,0,1,16
114507,CCC1COCC1CO,7,0,2,14
114508,CCC1COCC1OC,7,0,2,14
114509,CCC1OCCC1CO,7,0,2,14
114510,CCC1OCCC1OC,7,0,2,14
114511,CCC1OCOC1CC,7,0,2,14
114512,CCC1OCOC1CO,6,0,3,12
114513,COC1CCCC1CO,7,0,2,14
114514,COC1CCCC1OC,7,0,2,14
114515,COC1CCOC1CO,6,0,3,12
114516,COC1CCOC1OC,6,0,3,12
114517,COC1COCC1CO,6,0,3,12
114518,COC1COCC1OC,6,0,3,12
114519,COC1OCCC1CO,6,0,3,12
114520,OCC1CCCC1CO,7,0,2,14
114521,OCC1CCOC1CO,6,0,3,12
114522,OCC1COCC1CO,6,0,3,12
114523,OCC1OCOC1CO,5,0,4,10
114524,CCC1CCCC2CC12,9,0,0,16
114525,CCC1CCCC2OC12,8,0,1,14
114526,CCC1CCOC2CC12,8,0,1,14
114527,CCC1COCC2CC12,8,0,1,14
114528,CCC1COCC2CN12,7,1,1,13
114529,CCC1COCC2NC12,7,1,1,13
114530,CCC1COCC2OC12,7,0,2,12
114531,CCC1OCCC2CC12,8,0,1,14
114532,CCC1OCCC2NC12,7,1,1,13
114533,CCC1OCCC2OC12,7,0,2,12
114534,CCC1OCCN2CC12,7,1,1,13
114535,CCC1OCOC2CC12,7,0,2,12
114536,COC1CCCC2CC12,8,0,1,14
114537,COC1CCCC2NC12,7,1,1,13
114538,COC1CCCC2OC12,7,0,2,12
114539,COC1CCCN2CC12,7,1,1,13
114540,COC1CCOC2CC12,7,0,2,12
114541,COC1COCC2CC12,7,0,2,12
114542,COC1COCC2NC12,6,1,2,11
114543,COC1COCC2OC12,6,0,3,10
114544,COC1OCCC2CC12,7,0,2,12
114545,COC1OCCC2NC12,6,1,2,11
114546,COC1OCCC2OC12,6,0,3,10
114547,COC1OCCN2CC12,6,1,2,11
114548,OCC1CCCC2CC12,8,0,1,14
114549,OCC1CCCC2CN12,7,1,1,13
114550,OCC1CCCC2OC12,7,0,2,12
114551,OCC1CCCN2CC12,7,1,1,13
114552,OCC1CCOC2CC12,7,0,2,12
114553,OCC1COCC2CC12,7,0,2,12
114554,OCC1COCC2CN12,6,1,2,11
114555,OCC1COCC2NC12,6,1,2,11
114556,OCC1COCC2OC12,6,0,3,10
114557,OCC1OCCC2CC12,7,0,2,12
114558,OCC1OCCC2NC12,6,1,2,11
114559,OCC1OCCC2OC12,6,0,3,10
114560,OCC1OCCN2CC12,6,1,2,11
114561,OCC1OCOC2CC12,6,0,3,10
114562,CC1=CCCCC1CO,8,0,1,14
114563,CC1=CCCOC1CO,7,0,2,12
114564,CC1=CCOCC1CO,7,0,2,12
114565,CCC1CCCC=C1C,9,0,0,16
114566,CCC1COCC=C1C,8,0,1,14
114567,CCC1OCCC=C1C,8,0,1,14
